Index,Season,Year,Name,Studio,Episodes,Episode Duration,Genres,Release Date,Source,Score
6385,spring,2017,Trinity Seven Movie: Yuukyuu Toshokan to Renkinjutsu Shoujo,Seven Arcs Pictures,1,,"School,Romance,Magic,Harem,Fantasy,Ecchi",42853,Manga,7.56
6411,spring,2017,Tsugumomo,Zero-G,12,24,"Supernatural,Seinen,School,Ecchi,Comedy,Action",42827,Manga,7.17
6391,spring,2017,Tsuki ga Kirei,feel.,12,24,"School,Romance",42832,Original,8.28
6499,spring,2017,Twin Angel Break,J.C.Staff,12,24,Magic,42832,Mixed-Media Project,
6450,spring,2017,Uchouten Kazoku 2,P.A. Works,12,23,"Slice of Life,Fantasy,Drama,Comedy",42834,Light Novel,7.94
6517,spring,2017,Ultrasonico,,1,,"Superpower,Parody",42826,Other,
6466,spring,2017,ViVid Strike! Specials,Seven Arcs Pictures,3,14,"Magic,Drama,Action",42823,Original,
6512,spring,2017,Wangu Xian Qiong,Haoliners Animation League,12,15,"Shounen,Fantasy,Comedy,Adventure",42873,Novel,
6500,spring,2017,Warau Salesman New,Shin-Ei Animation,12,24,"Seinen,Drama,Comedy",42828,Manga,
6559,spring,2017,Washimo 5th Season,Studio Deen,44,10,"Slice of Life,School,Kids,Comedy",42828,Picture Book,
6547,spring,2017,World Fool News Part II,,12,9,"Slice of Life,Comedy",42827,Other,
6509,spring,2017,Wu Geng Ji,Sparkly Key Animation Studio,30,16,"Supernatural,Martial Arts,Historical,Fantasy,Action",42832,Manga,
6462,spring,2017,Yao Shen Ji,,40,8,"Romance,Martial Arts,Fantasy,Demons,Adventure,Action",42864,Novel,
6477,spring,2017,Yo! Daitouryou Trap-kun,DLE,2,,"Parody,Comedy",42809,Original,
6444,spring,2017,Yoake Tsugeru Lu no Uta,Science SARU,1,117,"Music,Fantasy,Adventure",42874,Original,7.76
6448,spring,2017,Yoru wa Mijikashi Arukeyo Otome,Science SARU,1,93,"Romance,Comedy",42832,Novel,7.93
6541,spring,2017,Yousei Land Mukashibanashi,6D Animation,12,10,"Music,Fantasy,Comedy",42835,Picture Book,
6456,spring,2017,Yowamushi Pedal: New Generation,TMS Entertainment,25,24,"Sports,Shounen,Drama,Comedy",42829,Manga,7.75
6494,spring,2017,Yu☆Gi☆Oh! VRAINS,Gallop,120,24,"Shounen,Game,Fantasy,Action",42865,Original,7.56
6429,spring,2017,Yu☆Gi☆Oh!: The Dark Side of Dimensions,STUDIO★DICE,1,130,"Shounen,Game,Adventure",42802,Game,7.54
6476,spring,2017,Yume Oukoku to Nemureru 100 Nin no Ouji-sama: Short Stories,Satelight,10,8,Romance,42819,Game,
6408,spring,2017,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,MAPPA,1,,"Sports,Music",42881,Original,7.68
6452,spring,2017,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Movie 1 - Tomodachi,Studio Gokumi,1,,"Slice of Life,Magic,Fantasy,Drama",42812,Light Novel,
6453,spring,2017,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Movie 2 - Tamashii,Studio Gokumi,1,,"Slice of Life,Magic,Fantasy,Drama",42840,Light Novel,
6483,spring,2017,Yuuki Yuuna wa Yuusha-bu Shozoku,W-Toon Studio,1,,"Seinen,School,Fantasy",42812,4-koma Manga,
6484,spring,2017,Yuuki Yuuna wa Yuusha-bu Shozoku,W-Toon Studio,1,,"Seinen,School,Fantasy",42840,4-koma Manga,
6492,spring,2017,Yuuki Yuuna wa Yuushabu Shozoku 2,W-Toon Studio,1,,"Slice of Life,Magic,Fantasy,Comedy",42840,Manga,
6377,spring,2017,Zero kara Hajimeru Mahou no Sho,White Fox,12,24,"Fantasy,Action",42835,Light Novel,7.05
6496,spring,2017,Zunda Horizon,Wao World,1,,Fantasy,42805,Original,
6725,summer,2017,100% Pascal-sensei,OLM,36,12,Comedy,42924,Manga,
6631,summer,2017,18if,Gonzo,13,24,Supernatural,42923,Game,6.65
6713,summer,2017,3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,DLE,1,,"School,Parody,Comedy",42938,Manga,
6603,summer,2017,91 Days: Day 13,Shuka,1,,"Historical,Drama,Action",42921,Original,7.22
6672,summer,2017,Action Heroine Cheer Fruits,Diomedéa,12,24,"Slice of Life,School,Comedy",42923,Original,
6681,summer,2017,Africa no Salaryman,,10,3,Comedy,42891,Digital Manga,
6733,summer,2017,Ahare! Meisaku-kun 2nd Season,Pie in the Sky,39,5,"School,Parody,Kids,Comedy",42923,Original,
6575,summer,2017,Aho Girl,Diomedéa,12,13,"Shounen,School,Romance,Comedy",42920,4-koma Manga,7.1
6690,summer,2017,Anisama,,1,,"Fantasy,Comedy,Adventure",42977,Other,
6647,summer,2017,Ao Oni The Animation (Movie),Studio Deen,1,60,Horror,42949,Game,
6722,summer,2017,Aoshima Megu,,1,,Adventure,42928,Original,
6592,summer,2017,Ballroom e Youkoso,Production I.G,24,24,"Sports,Shounen,School,Romance,Drama,Comedy",42925,Manga,8.25
6646,summer,2017,BanG Dream! Ason jatta!,Xebec,1,,Music,42966,Mixed-Media Project,
6650,summer,2017,Battle Girl High School,Silver Link,12,25,"Sci-Fi,School",42919,Game,
6706,summer,2017,Beyblade Burst God,OLM,51,24,"Sports,Shounen,Adventure,Action",42919,Original,
6656,summer,2017,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE! LOVE!,Comet,1,,"Slice of Life,Magic,Comedy",42973,Original,
6562,summer,2017,Boku no Hero Academia 2nd Season,Bones,25,24,"Superpower,Shounen,School,Comedy,Action",42924,Manga,8.67
6578,summer,2017,Boku no Hero Academia OVA,Bones,2,25,"Supernatural,Shounen,Comedy,Adventure,Action",42888,Manga,7.59
6573,summer,2017,Boruto: Naruto Next Generations,Studio Pierrot,,24,"Superpower,Shounen,Martial Arts,Adventure,Action",42921,Manga,7.17
6642,summer,2017,Brave Witches: Petersburg Daisenryaku,Silver Link,1,,"Sci-Fi,Military,Magic,Ecchi,Action",42972,Original,
6583,summer,2017,Bungou Stray Dogs: Hitori Ayumu,Bones,1,,"Supernatural,Seinen,Mystery",42951,Manga,7.87
6620,summer,2017,Cardcaptor Sakura: Clear Card-hen - Sakura to Futatsu no Kuma,Madhouse,1,,"Shoujo,Romance,Magic,Fantasy,Comedy,Adventure",42917,Manga,7.56
6622,summer,2017,Centaur no Nayami,Haoliners Animation,12,24,"Supernatural,Slice of Life,Seinen,Fantasy",42925,Manga,6.71
6615,summer,2017,ChäoS;Child: Silent Sky,Silver Link,1,,"Supernatural,Sci-Fi,Psychological,Mystery,Harem",42903,Visual Novel,7.09
6724,summer,2017,Chein Kuro-Nikuru!! Kanketsu-hen,,1,,"Parody,Comedy",42909,Source Unknown,
6692,summer,2017,Cinderella Girls Gekijou Specials,Gathering,2,2,"Slice of Life,Comedy",42914,4-koma Manga,
6663,summer,2017,Clione no Akari,drop,12,9,"School,Drama",42928,Novel,6.58
6680,summer,2017,Cyborg 009: Call of Justice 2,OLM,1,120,"Sci-Fi,Action",42907,Original,
6685,summer,2017,Cyborg 009: Call of Justice 3,OLM,1,120,"Sci-Fi,Action",42935,Original,
6707,summer,2017,Dam Keeper no Nakama-tachi,Tonko House,10,5,Fantasy,42736,Original,
6728,summer,2017,Dekiru ka na,,10,3,Comedy,42891,Other,
6584,summer,2017,Demi-chan wa Kataritai Special,A-1 Pictures,1,,"Vampire,Seinen,School,Fantasy,Comedy",42916,Manga,7.65
6687,summer,2017,Dia Horizon (Web),,3,1,Fantasy,42957,Mixed-Media Project,
6664,summer,2017,Dies Irae: Irasshai Zonnenji,ACGT,18,5,"Parody,Comedy",42914,Visual Novel,
6636,summer,2017,Dive!!,Zero-G,12,22,Sports,42923,Light Novel,6.66
6686,summer,2017,Doraemon Movie 37: Nobita no Nankyoku Kachi Kochi Daibouken,Shin-Ei Animation,1,101,"Shounen,Kids,Fantasy,Comedy,Adventure",42949,Original,
6671,summer,2017,Dream Festival! R,BN Pictures,12,23,Music,42970,Original,
6714,summer,2017,Duel Masters (2017),Shogakukan Music & Digital Entertainment,51,24,"Shounen,Game,Comedy,Adventure,Action",42918,Card Game,
6730,summer,2017,Enoshimans,Odd Job,,,,42933,Source Unknown,
6639,summer,2017,Escha Chron,Lerche,2,,Sci-Fi,42931,Other,
6577,summer,2017,Fate/Apocrypha,A-1 Pictures,25,24,"Supernatural,Magic,Fantasy,Drama,Action",42918,Light Novel,7.42
6602,summer,2017,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Silver Link,1,89,"Magic,Fantasy,Comedy,Action",42973,Manga,7.9
6648,summer,2017,Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,KyoAni,4,5,Comedy,42917,Original,
6629,summer,2017,Free! Timeless Medley: Yakusoku,KyoAni,1,98,Sports,42917,Original,
6729,summer,2017,Furusato Meguri Nippon no Mukashi Banashi,Tomason,50,22,"Supernatural,Kids,Historical",42918,Other,
6710,summer,2017,Future Card Buddyfight X,OLM,,24,Game,42924,Game,
6735,summer,2017,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,Craftar,1,,"Kids,Comedy",42972,Picture Book,
6567,summer,2017,Gamers!,Pine Jam,12,24,"School,Romance,Comedy",42929,Light Novel,7.21
6711,summer,2017,Gokiburi Taisou,,1,,"Dementia,Sports,Music",42954,Original,
6652,summer,2017,Gundam Build Fighters: Battlogue,Sunrise,5,11,"Sci-Fi,Mecha",42951,Original,
6665,summer,2017,Gundam Build Fighters: GM no Gyakushuu,Sunrise,1,,"Sci-Fi,Mecha",42972,Original,
6712,summer,2017,Guru Guru Petit Anime Gekijou,Studio PuYUKAI,24,1,"Shounen,Magic,Fantasy,Comedy,Adventure",42930,Manga,
6605,summer,2017,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,Production I.G,1,,"Sports,Shounen,School",42951,Manga,
6571,summer,2017,Hajimete no Gal,NAZ,10,24,"Shounen,School,Romance,Ecchi,Comedy",42928,Manga,6.52
6640,summer,2017,Hand Shakers: Go ago Go,GoHands,1,,Action,42942,Original,
6696,summer,2017,Heibai Wushang 2nd Season,,12,15,"Supernatural,Comedy,Action",42952,Manga,
6624,summer,2017,Hibike! Euphonium 2 Specials,KyoAni,7,2,"School,Music,Drama",42907,Novel,
6644,summer,2017,Hina Logi: From Luck & Logic,Doga Kobo,12,24,Fantasy,42910,Original,7.12
6625,summer,2017,Hitorijime My Hero,Encourage Films,12,24,"Shounen Ai,School",42924,Manga,7.69
6668,summer,2017,Hungry Days: Aoharu ka yo.,Tatsunoko Production,6,,"Slice of Life,Romance,Magic",42893,Other,
6709,summer,2017,Idol Time PriPara,Dongwoo A&E,51,23,"Slice of Life,Music,Kids",42920,Original,
6679,summer,2017,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,TMS Jinni's,12,5,"Romance,Historical",42928,Otome Game,
6585,summer,2017,Isekai Shokudou,Silver Link,12,24,"Mystery,Fantasy,Comedy",42920,Light Novel,7.39
6568,summer,2017,Isekai wa Smartphone to Tomo ni.,Ashi Productions,12,24,"Romance,Harem,Fantasy,Comedy,Adventure",42927,Light Novel,6.64
6634,summer,2017,Jigoku Shoujo: Yoi no Togi,Studio Deen,12,23,"Supernatural,Psychological,Mystery",42931,Original,7.08
6617,summer,2017,Jikan no Shihaisha,Project No.9,13,24,"Supernatural,Shounen",42924,Manga,6.39
6695,summer,2017,Kaito × Ansa,Tengu Kobou,12,7,Game,42928,Original,
6563,summer,2017,Kakegurui,MAPPA,12,24,"Shounen,School,Psychological,Mystery,Game,Drama",42917,Manga,7.63
6607,summer,2017,KanColle Movie,Diomedéa,1,93,"Slice of Life,Sci-Fi,School,Military,Action",42977,Game,7.77
6670,summer,2017,Karada Sagashi,Studio Khronos,10,3,"Shounen,School,Horror",42947,Manga,
6614,summer,2017,Katsugeki/Touken Ranbu,ufotable,13,24,"Samurai,Fantasy,Action",42918,Game,6.77
6604,summer,2017,Keppeki Danshi! Aoyama-kun,Studio Hibari,12,24,"Sports,Seinen,Comedy",42919,Manga,7.05
6645,summer,2017,Kidou Senshi Gundam: Thunderbolt 2nd Season,Sunrise,4,21,"Seinen,Sci-Fi,Psychological,Mecha,Action",42930,Manga,
6649,summer,2017,Kidou Senshi Gundam: Twilight Axis,Sunrise,6,3,"Sci-Fi,Mecha,Drama,Action",42909,Novel,
6612,summer,2017,Kimi no Koe wo Todoketai,Madhouse,1,100,Drama,42972,Original,
6566,summer,2017,Kimi no Na wa.,CoMix Wave Films,1,106,"Supernatural,School,Romance,Drama",42942,Original,9.24
6682,summer,2017,King of Prism: Pride the Hero,Tatsunoko Production,1,69,"Sports,Shoujo,Music",42896,Original,
6702,summer,2017,Kirakira☆Precure a la Mode,Toei Animation,49,24,"Slice of Life,Magic,Fantasy",42918,Original,
6697,summer,2017,Kirara Fantasia,,,1,"Magic,Fantasy",42958,Other,
6586,summer,2017,Kizumonogatari III: Reiketsu-hen,Shaft,1,83,"Vampire,Supernatural,Mystery,Action",42928,Light Novel,8.99
6581,summer,2017,Knight's & Magic,8bit,13,25,"School,Mecha,Fantasy,Action",42918,Light Novel,7.34
6588,summer,2017,Kobayashi-san Chi no Maid Dragon Specials,KyoAni,7,2,"Slice of Life,Seinen,Comedy",42907,Manga,7.58
6589,summer,2017,Kobayashi-san Chi no Maid Dragon Specials,KyoAni,7,2,"Slice of Life,Seinen,Comedy",42935,Manga,7.58
6590,summer,2017,Kobayashi-san Chi no Maid Dragon Specials,KyoAni,7,2,"Slice of Life,Seinen,Comedy",42965,Manga,7.58
6574,summer,2017,Koi to Uso,LIDEN FILMS,12,24,"School,Romance,Drama",42920,Manga,6.75
6621,summer,2017,Konbini Kareshi,Studio Pierrot,12,24,"Slice of Life,Romance",42923,Original,6.53
6579,summer,2017,Kono Subarashii Sekai ni Shukufuku wo! 2 OVA,Studio Deen,1,,"Supernatural,Parody,Magic,Fantasy,Comedy,Adventure",42940,Light Novel,8.22
6616,summer,2017,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,Shaft,8,30,"Supernatural,Mystery,Drama,Action",42977,Light Novel,7.89
6734,summer,2017,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,BN Pictures,,,"Kids,Comedy",42972,Picture Book,
6593,summer,2017,Kuroshitsuji Movie: Book of the Atlantic,A-1 Pictures,1,100,"Supernatural,Shounen,Fantasy,Demons,Action",42970,Manga,8.22
6653,summer,2017,Kyoukai no Rinne 3rd Season,Brain's Base,25,24,"Supernatural,Shounen,School,Romance,Comedy",42917,Manga,7.39
6700,summer,2017,Ling Yu 5th Season,Haoliners Animation League,12,13,Fantasy,42936,Novel,
6726,summer,2017,Luna-tan: 1-man Nen no Himitsu,Signal.MD,10,3,"Magic,Fantasy",42891,Game,
6572,summer,2017,Made in Abyss,Kinema Citrus,13,24,"Sci-Fi,Mystery,Fantasy,Drama,Adventure",42923,Manga,9
6654,summer,2017,Mahou Shoujo Lyrical Nanoha: Reflection,Seven Arcs Pictures,1,105,"Superpower,Magic,Drama,Comedy,Action",42938,Original,
6582,summer,2017,Mahou Tsukai no Yome: Hoshi Matsu Hito,Wit Studio,3,23,"Magic,Fantasy",42966,Manga,8.14
6684,summer,2017,Mahoujin Guru Guru (2017),Production I.G,24,25,"Shounen,Magic,Fantasy,Comedy,Adventure",42928,Manga,7.79
6576,summer,2017,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,8bit,1,90,"Supernatural,Shounen,Sci-Fi,School,Romance,Magic",42903,Original,7.84
6698,summer,2017,Marvel Future Avengers,Madhouse,26,22,"Superpower,Kids,Action",42938,Other,
6606,summer,2017,Mary to Majo no Hana,Studio Ponoc,1,102,"Magic,Fantasy,Adventure",42924,Children's Book,7.47
6667,summer,2017,"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!",ACGT,1,,"Sports,Shounen,School",42956,Manga,
6694,summer,2017,Monster Sonic! Darutanyan no Idol Sengen,LIDEN FILMS,5,14,"Music,Game,Fantasy,Action",42900,Game,
6662,summer,2017,Monster Strike 2nd Season,Sanzigen,,10,"Game,Fantasy,Action",42917,Game,
6703,summer,2017,Musekinin Galaxy☆Tylor,Seven,12,3,"Space,Sci-Fi,Parody,Military,Comedy",42927,Source Unknown,
6610,summer,2017,Nana Maru San Batsu,TMS Entertainment,12,23,"Seinen,School,Game",42921,Manga,6.82
6611,summer,2017,Nanbaka Special,Satelight,1,,"Drama,Comedy,Action",42942,Digital Manga,7.36
6715,summer,2017,Nanocore 3rd Season,Coastline Animation Studio,20,15,"Shounen,Sci-Fi,Mecha,Adventure,Action",42949,Original,
6732,summer,2017,Neko Neko Nihonshi 2nd Season,Neft Film,32,9,"Historical,Comedy",42921,Digital Manga,
6609,summer,2017,Netsuzou TRap,Creators in Pack,12,9,"Shoujo Ai,Drama",42921,Manga,5.78
6587,summer,2017,New Game!!,Doga Kobo,12,24,"Slice of Life,Comedy",42927,4-koma Manga,7.93
6565,summer,2017,No Game No Life: Zero,Madhouse,1,100,"Supernatural,Game,Fantasy,Ecchi,Comedy,Adventure",42931,Light Novel,8.73
6600,summer,2017,No Game No Life: Zero - Manner Movie,Madhouse,1,,Comedy,42931,Source Unknown,7.44
6688,summer,2017,Nobunaga no Shinobi: Ise Kanegasaki-hen,TMS Entertainment,26,4,"Historical,Comedy",42924,4-koma Manga,
6623,summer,2017,Nora to Oujo to Noraneko Heart,W-Toon Studio,12,4,"Ecchi,Comedy",42928,Visual Novel,5.95
6599,summer,2017,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,Toei Animation,1,106,"Shounen,Fantasy,Drama,Comedy,Adventure,Action",42973,Manga,7.75
6596,summer,2017,Owarimonogatari (2017),Shaft,7,22,"Supernatural,Mystery,Comedy",42959,Light Novel,9
6693,summer,2017,Pikotarou no Lullaby Lullaby,DLE,3,2,Comedy,42933,Original,
6705,summer,2017,Pikotarou no Lullaby Luullaby,DLE,9,3,Comedy,42933,Original,
6618,summer,2017,Pocket Monsters: Kimi ni Kimeta!,OLM,1,98,"Kids,Adventure",42931,Game,7.27
6638,summer,2017,Pop in Q,Toei Animation,1,95,"Music,Fantasy",42888,Original,
6699,summer,2017,Precure Dream Stars!,Toei Animation,1,71,"Shoujo,School,Magic,Fantasy,Comedy,Action",42935,Original,
6601,summer,2017,Princess Principal,3Hz,12,25,"Mystery,Action",42925,Original,7.67
6718,summer,2017,PriPri Chii-chan!!,OLM,36,12,"Shoujo,Sci-Fi,Comedy",42924,Manga,
6570,summer,2017,Re:Creators,TROYCA,22,24,"Sci-Fi,Fantasy,Action",42917,Original,7.68
6717,summer,2017,Rilu Rilu Fairilu: Mahou no Kagami,Studio Deen,51,24,"Magic,Kids,Fantasy",42923,Original,
6608,summer,2017,Sagrada Reset,David Production,24,25,"Superpower,Supernatural,School,Mystery",42921,Light Novel,7
6635,summer,2017,Saiyuki Reload Blast,Platinum Vision,12,23,"Supernatural,Josei,Drama,Comedy,Adventure,Action",42921,Manga,7.35
6613,summer,2017,Sakura Quest,P.A. Works,25,24,"Slice of Life,Comedy",42922,Original,7.28
6595,summer,2017,Seitokai Yakuindomo Movie,GoHands,1,60,"Slice of Life,Shounen,School,Ecchi,Comedy",42937,4-koma Manga,7.93
6708,summer,2017,Seizei Ganbare Mahou Shoujo Kurumi,Pie in the Sky,25,4,Magic,42946,Original,
6655,summer,2017,Senki Zesshou Symphogear AXZ,Satelight,13,24,"Sci-Fi,Music,Action",42918,Original,7.61
6594,summer,2017,Shingeki no Bahamut: Virgin Soul,MAPPA,24,24,"Supernatural,Magic,Fantasy,Demons,Adventure,Action",42924,Game,7.49
6643,summer,2017,Shingeki no Kyojin-ten 360° Taikan Theater,,3,,"Superpower,Shounen,Fantasy,Action",42907,Manga,
6716,summer,2017,Shirotan: Shirotan ga Ippai!,,24,,Kids,42959,Other,
6580,summer,2017,Shokugeki no Souma: Ni no Sara OVA,J.C.Staff,2,25,"Shounen,School,Ecchi",42920,Manga,7.71
6630,summer,2017,Shoukoku no Altair,MAPPA,24,24,"Shounen,Historical,Fantasy,Drama,Adventure",42924,Manga,7.29
6727,summer,2017,Shounen Ashibe GO! GO! Goma-chan 2nd Season,Bridge,32,9,"Slice of Life,Comedy",42920,4-koma Manga,
6626,summer,2017,Sin: Nanatsu no Taizai Specials,Artland,7,2,"Fantasy,Ecchi",42914,Original,
6627,summer,2017,Sin: Nanatsu no Taizai Specials,Artland,7,2,"Fantasy,Ecchi",42944,Original,
6628,summer,2017,Sin: Nanatsu no Taizai Specials,Artland,7,2,"Fantasy,Ecchi",42970,Original,
6719,summer,2017,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,TMS Entertainment,1,62,"Kids,Fantasy,Comedy",42917,Picture Book,
6677,summer,2017,Starmyu 2nd Season Special,,1,,Music,42913,Original,
6598,summer,2017,Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,Qualia Animation,1,63,"School,Romance,Drama,Comedy",42907,Music,7.37
6597,summer,2017,Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,Qualia Animation,1,63,"School,Romance,Drama,Comedy",42892,Music,7.37
6691,summer,2017,Teekyuu 9,Millepensee,12,2,"Sports,Shounen,School,Comedy",42928,Manga,
6633,summer,2017,Tenshi no 3P!,Project No.9,12,24,"Slice of Life,School,Music",42926,Light Novel,6.93
6675,summer,2017,The King of Fighters: Destiny,,,,"Martial Arts,Action",42950,Game,
6641,summer,2017,The Reflection,Studio Deen,12,25,"Superpower,Mystery,Action",42938,Original,5.99
6720,summer,2017,The Snack World,OLM,50,24,"Kids,Fantasy,Comedy,Adventure",42929,Mixed-Media Project,
6731,summer,2017,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,OLM,37,24,"Sci-Fi,Police,Mecha,Adventure",42924,Other,
6676,summer,2017,T-sensei,,10,3,"Seinen,School,Comedy",42891,Manga,
6569,summer,2017,Tsuredure Children,Studio Gokumi,12,13,"Shounen,School,Romance,Comedy",42920,4-koma Manga,7.74
6591,summer,2017,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",Shaft,1,90,"Supernatural,Seinen,Sci-Fi,Romance,Drama",42965,Other,6.56
6657,summer,2017,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi Movie 2: Hasshin-hen,Xebec,1,96,"Space,Sci-Fi,Military,Drama,Adventure,Action",42910,Original,
6658,summer,2017,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi Movie 2: Hasshin-hen,Xebec,1,96,"Space,Sci-Fi,Military,Drama,Adventure,Action",42944,Original,
6666,summer,2017,Uma no Friends,,1,,"Sports,Fantasy,Comedy",42955,Game,
6632,summer,2017,Vatican Kiseki Chousakan,J.C.Staff,12,24,"Supernatural,Shounen,Mystery,Drama",42923,Novel,6.51
6736,summer,2017,Washimo 5th Season,Studio Deen,44,10,"Slice of Life,School,Kids,Comedy",42919,Picture Book,
6723,summer,2017,Weaving,dwarf,1,,Fantasy,42962,Original,
6689,summer,2017,Wu Geng Ji,Sparkly Key Animation Studio,30,16,"Supernatural,Martial Arts,Historical,Fantasy,Action",42930,Manga,
6721,summer,2017,Xing You Ji: Fengbao Famila,,,,"Sci-Fi,Fantasy,Adventure",42958,Original,
6704,summer,2017,Xue Se Cang Qiong,CG Year,26,22,"Thriller,Mystery,Horror,Fantasy,Adventure,Action",42965,Digital Manga,
6683,summer,2017,Yami Shibai 5th Season,ILCA,13,4,"Dementia,Supernatural,Horror",42919,Folk Tales,6.91
6651,summer,2017,Yaoguai Mingdan 2nd Season,Haoliners Animation League,21,16,"Romance,Fantasy,Comedy,Action",42949,Digital Manga,
6669,summer,2017,Ylion to Callysia,Shirogumi,1,,"Fantasy,Action",42890,Original,
6619,summer,2017,Youkai Apartment no Yuuga na Nichijou,Shin-Ei Animation,26,24,"Supernatural,Slice of Life,Mystery",42919,Light Novel,7.4
6701,summer,2017,Youkai Watch Movie 3: Sora Tobu Kujira to Double no Sekai no Daibouken da Nyan!,OLM,1,90,"Supernatural,Kids,Comedy",42921,Game,
6564,summer,2017,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Lerche,12,24,"Slice of Life,School,Psychological,Drama",42928,Light Novel,8.22
6674,summer,2017,Yu☆Gi☆Oh! VRAINS,Gallop,120,24,"Shounen,Game,Fantasy,Action",42921,Original,7.56
6673,summer,2017,Yume ga Sameru made,,1,,Drama,42929,Original,
6637,summer,2017,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Movie 3 - Yakusoku,Studio Gokumi,1,,"Slice of Life,Magic,Fantasy,Drama",42924,Light Novel,
6660,summer,2017,Yuuki Yuuna wa Yuusha-bu Shozoku,W-Toon Studio,1,,"Seinen,School,Fantasy",42924,4-koma Manga,
6661,summer,2017,Yuuki Yuuna wa Yuushabu Shozoku 3,W-Toon Studio,1,,"Slice of Life,Magic,Fantasy,Comedy",42924,Manga,
6659,summer,2017,Zannen Onna Kanbu Black General-san,Odd Job,10,3,"Superpower,Shounen,Comedy",42891,Manga,
6678,summer,2017,Ze Tian Ji 3rd Season,Shanghai Foch Film Culture Investment,12,20,"Fantasy,Adventure,Action",42942,Novel,
