Index,Season,Year,Name,Studio,Episodes,Episode Duration,Genres,Release Date,Source,Score
5673,winter,2016,Oshiete! Galko-chan,feel.,12,8,"Slice of Life,School,Comedy",42377,Digital Manga,7.15
5715,winter,2016,Osomatsu-san,Studio Pierrot,25,24,"Parody,Comedy",42374,Manga,7.69
5754,winter,2016,Osomatsu-san Short Film Series,Studio Pierrot,7,2,"Parody,Comedy",42398,Manga,
5755,winter,2016,Osomatsu-san Short Film Series,Studio Pierrot,7,2,"Parody,Comedy",42426,Manga,
5734,winter,2016,Osomatsu-san Special,Studio Pierrot,,,"Parody,Comedy",42398,Original,
5642,winter,2016,Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,Wit Studio,4,3,"Shounen,Parody,Comedy",42363,Manga,7.43
5682,winter,2016,Persona 3 the Movie 3: Falling Down,A-1 Pictures,1,87,"Supernatural,Seinen,Mystery,Fantasy,Action",42389,Game,7.68
5697,winter,2016,Persona 3 the Movie 4: Winter of Rebirth,A-1 Pictures,1,105,"Supernatural,Seinen,Mystery,Fantasy,Action",42392,Game,7.99
5687,winter,2016,Phantasy Star Online 2 The Animation,Telecom Animation Film,12,25,"Space,Sci-Fi,Action",42377,Game,6.71
5718,winter,2016,Pocket Monsters XY&Z,OLM,47,23,"Shounen,Kids,Fantasy,Comedy,Adventure",42383,Game,
5681,winter,2016,Pocket Monsters XY: Ring no Choumajin Hoopa,OLM,1,70,"Kids,Adventure",42354,Game,7.08
5665,winter,2016,Prince of Stride: Alternative,Madhouse,12,24,Sports,42374,Otome Game,6.8
5683,winter,2016,Reikenzan: Hoshikuzu-tachi no Utage,Studio Deen,12,24,"Magic,Fantasy,Comedy",42378,Novel,6.97
5791,winter,2016,Rilu Rilu Fairilu: Yousei no Door,Studio Deen,59,24,"Magic,Kids,Fantasy",42406,Original,
5777,winter,2016,Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,,1,,Comedy,42376,Novel,
5631,winter,2016,Saijaku Muhai no Bahamut,Lerche,12,24,"School,Romance,Harem,Fantasy,Ecchi,Action",42380,Light Novel,6.72
5680,winter,2016,Schwarzesmarken,Ixtl,12,24,"Sci-Fi,Military,Mecha,Drama,Action",42380,Light Novel,6.61
5712,winter,2016,Scratch x One Piece Film: Gold,,1,,"Shounen,Fantasy",42370,Other,
5732,winter,2016,Sekkou Boys,LIDEN FILMS,12,8,"Music,Comedy",42377,Original,6.64
5713,winter,2016,Selector Destructed WIXOSS,J.C.Staff,1,91,"Psychological,Game",42413,Original,
5730,winter,2016,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist. Specials,Satelight,4,,"Sci-Fi,Music,Cars,Action",42396,Original,
5729,winter,2016,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist. Specials,Satelight,4,,"Sci-Fi,Music,Cars,Action",42361,Original,
5731,winter,2016,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist. Specials,Satelight,4,,"Sci-Fi,Music,Cars,Action",42424,Original,
5789,winter,2016,Shiguang Guiyu,,10,13,"Supernatural,Drama",42353,Manga,
5788,winter,2016,Shin Atashinchi,Shin-Ei Animation,26,23,"Slice of Life,Comedy",42374,Manga,
5649,winter,2016,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Wit Studio,1,120,"Superpower,Fantasy,Drama,Action",42354,Manga,7.59
5678,winter,2016,Shisha no Teikoku,Wit Studio,1,118,"Sci-Fi,Psychological",42403,Novel,7.18
5671,winter,2016,Shoujo-tachi wa Kouya wo Mezasu,Project No.9,12,24,School,42376,Visual Novel,6.44
5690,winter,2016,Shouwa Genroku Rakugo Shinjuu,Studio Deen,13,24,"Josei,Historical,Drama",42378,Manga,8.41
5774,winter,2016,Sinbad: Mahou no Lamp to Ugoku Shima,Nippon Animation,1,,"Magic,Adventure",42385,Original,
5634,winter,2016,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,White Fox,1,,"Thriller,Sci-Fi",42341,Visual Novel,8.23
5633,winter,2016,Strike the Blood: Valkyria no Oukoku-hen,Connect,2,30,"Vampire,Supernatural,School,Fantasy,Ecchi,Action",42361,Light Novel,7.53
5720,winter,2016,Subete no Nazo wo Tokiakase! Pokémon XY&Z Kanzen Master Special!!,OLM,1,,"Shounen,Kids,Fantasy,Comedy,Adventure",42369,Game,
5767,winter,2016,Sushi Police,KOO-KI,13,3,"Police,Comedy",42376,Original,
5771,winter,2016,Tabi Machi Late Show,CoMix Wave Films,4,8,Drama,42377,Original,
5746,winter,2016,Tamayura: Sotsugyou Shashin Part 3 - Akogare,TYO Animations,1,,"Slice of Life,Comedy",42375,Manga,
5776,winter,2016,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,J.C.Staff,1,70,"Superpower,Mystery,Comedy",42427,Card Game,
5752,winter,2016,Tantei Team KZ Jiken Note,Signal.MD,16,9,"Mystery,Kids",42375,Novel,
5758,winter,2016,Teekyuu 6 Specials,Millepensee,2,2,"Sports,Shounen,Comedy",42426,Manga,
5760,winter,2016,Teekyuu 7,Millepensee,12,2,"Sports,Shounen,School,Comedy",42381,Manga,
5736,winter,2016,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",A-1 Pictures,1,,"Music,Drama,Comedy",42425,Game,
5636,winter,2016,To LOVE-Ru Darkness 2nd OVA,Xebec,3,22,"Sci-Fi,School,Romance,Harem,Ecchi,Comedy",42373,Manga,7.82
5629,winter,2016,Tokyo Ghoul: Pinto,Studio Pierrot,1,,"Supernatural,School,Psychological,Horror,Drama,Action",42363,Manga,7.42
5759,winter,2016,UFO Gakuen no Himitsu,HS PICTURES STUDIO,1,125,Sci-Fi,42417,Original,
5676,winter,2016,Utawarerumono: Itsuwari no Kamen,White Fox,25,24,"Fantasy,Drama,Action",42372,Visual Novel,7.29
5738,winter,2016,Utawarerumono: Itsuwari no Kamen Specials,,2,12,"Fantasy,Comedy",42372,Visual Novel,
5710,winter,2016,Valkyrie Drive: Mermaid Specials,Arms,6,2,"Yuri,Fantasy,Ecchi,Action",42397,Original,
5709,winter,2016,Valkyrie Drive: Mermaid Specials,Arms,6,2,"Yuri,Fantasy,Ecchi,Action",42356,Original,
5711,winter,2016,Valkyrie Drive: Mermaid Specials,Arms,6,2,"Yuri,Fantasy,Ecchi,Action",42425,Original,
5768,winter,2016,"Wake Up, Girl Zoo! Miyagi PR de Go!",Ordet,1,,Comedy,42411,Original,
5742,winter,2016,"Wake Up, Girls! Beyond the Bottom",Millepensee,1,,"Music,Drama",42398,Original,
5741,winter,2016,"Wake Up, Girls! Beyond the Bottom",Millepensee,1,,"Music,Drama",42349,Original,
5757,winter,2016,"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",Ordet,1,,Music,42411,Original,
5773,winter,2016,"Watashitachi, Luck Logic-bu!",Doga Kobo,12,1,"School,Game",42378,Game,
5646,winter,2016,Working!!! Lord of the Takanashi,A-1 Pictures,1,,"Slice of Life,Comedy",42364,4-koma Manga,8.06
5751,winter,2016,Yami Shibai 3rd Season,ILCA,13,4,"Dementia,Supernatural,Horror",42380,Folk Tales,6.85
5775,winter,2016,Youkai Watch Movie 2: Enma Daioh to Itsutsu no Monogatari da Nyan!,OLM,1,94,"Supernatural,Kids,Comedy",42357,Game,
5700,winter,2016,Yowamushi Pedal Movie,TMS Entertainment,1,90,"Sports,Shounen",42417,Manga,7.69
5721,winter,2016,Yowamushi Pedal: Re:ROAD,TMS Entertainment,1,90,"Sports,Shounen,Drama",42354,Original,
6538,spring,2017,"""Eikou Naki Tensai-tachi"" kara no Monogatari",J.C.Staff,2,49,Sports,42819,Manga,
6544,spring,2017,100% Pascal-sensei,OLM,36,12,Comedy,42840,Manga,
6410,spring,2017,91 Days: Day 13,Shuka,1,,"Historical,Drama,Action",42876,Original,7.22
6446,spring,2017,ACCA: 13-ku Kansatsu-ka Specials,Madhouse,6,4,"Slice of Life,Seinen",42846,Manga,
6556,spring,2017,Ahare! Meisaku-kun 2nd Season,Pie in the Sky,39,5,"School,Parody,Kids,Comedy",42832,Original,
6433,spring,2017,Ajin 2nd Season OVA,Polygon Pictures,1,,"Supernatural,Seinen,Mystery,Horror,Action",42832,Manga,
6419,spring,2017,Ajin OVA,Polygon Pictures,3,21,"Supernatural,Seinen,Mystery,Horror,Action",42832,Manga,7.31
6557,spring,2017,Akindo Sei no Little Peso,Fanworks,12,5,"Sci-Fi,Comedy",42828,Game,
6409,spring,2017,Alice to Zouroku,J.C.Staff,12,24,"Seinen,Mystery,Adventure",42827,Manga,7.16
6449,spring,2017,Amanchu! Special,J.C.Staff,1,,"Slice of Life,School,Comedy",42823,Manga,7.55
6535,spring,2017,An Ling Yu Shi Di Qi,,13,22,"Sci-Fi,Kids,Adventure",42821,Original,
6490,spring,2017,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,Signal.MD,2,,"Fantasy,Drama",42804,Original,
6510,spring,2017,Anitore! XX: Hitotsu Yane no Shita de Specials,Rising Force,6,5,"Sports,Ecchi,Comedy",42811,Original,
6397,spring,2017,Ansatsu Kyoushitsu: 365-nichi no Jikan,Lerche,1,92,"Shounen,School,Comedy,Action",42811,Manga,7.45
6396,spring,2017,Ao no Exorcist OVA,A-1 Pictures,2,,"Supernatural,Shounen,Fantasy,Action",42829,Manga,7.41
6522,spring,2017,Arad: Suming zhi Men,Dangun Pictures,20,14,"Fantasy,Adventure,Action",42853,Game,
6424,spring,2017,Asagao to Kase-san.,Zexcs,1,,"Shoujo Ai,School,Romance",42862,Manga,7.62
6464,spring,2017,Atom: The Beginning,OLM,12,25,"Seinen,Sci-Fi,Mecha,Action",42840,Manga,7.09
6428,spring,2017,Berserk 2nd Season,Millepensee,12,25,"Military,Horror,Drama,Demons,Adventure,Action",42832,Manga,6.94
6527,spring,2017,Beyblade Burst God,OLM,51,24,"Sports,Shounen,Adventure,Action",42828,Original,
6445,spring,2017,Biohazard: Vendetta,Marza Animation Planet,1,96,"Sci-Fi,Horror,Action",42882,Game,
6415,spring,2017,Black Clover OVA,Xebec,1,,"Shounen,Magic,Fantasy,Comedy,Action",42857,Manga,7.23
6406,spring,2017,Blame! Movie,Polygon Pictures,1,105,"Sci-Fi,Psychological,Horror,Drama,Action",42875,Manga,7.39
6368,spring,2017,Boku no Hero Academia 2nd Season,Bones,25,24,"Superpower,Shounen,School,Comedy,Action",42826,Manga,8.67
6380,spring,2017,Boku no Hero Academia OVA,Bones,2,25,"Supernatural,Shounen,Comedy,Adventure,Action",42829,Manga,7.59
6378,spring,2017,Boruto: Naruto Next Generations,Studio Pierrot,,24,"Superpower,Shounen,Martial Arts,Adventure,Action",42830,Manga,7.17
6526,spring,2017,BOY's LOVE Nitro+CHiRAL,,5,4,"Parody,Comedy",42826,Game,
6463,spring,2017,Brave Witches: Petersburg Daisenryaku,Silver Link,1,,"Sci-Fi,Military,Magic,Ecchi,Action",42868,Original,
6374,spring,2017,Busou Shoujo Machiavellism,Connect,12,24,"Shounen,School,Comedy,Action",42830,Manga,7
6518,spring,2017,Cardfight!! Vanguard G: Next,OLM,52,24,"Shounen,Game,Action",42827,Card Game,
6542,spring,2017,Charanpo Land no Bouken,Comet,1,,,42805,Original,
6520,spring,2017,Chiruran: Nibun no Ichi Special,LandQ Studios,1,,"Historical,Comedy,Action",42881,Manga,
6508,spring,2017,Cinderella Girls Gekijou,Gathering,13,3,"Slice of Life,Comedy",42829,4-koma Manga,
6502,spring,2017,Cinderella Girls Gekijou (Web),Gathering,13,1,Comedy,42829,4-koma Manga,
6390,spring,2017,Clockwork Planet,Xebec,12,24,"Shounen,Sci-Fi,Romance,Fantasy,Drama",42832,Light Novel,6.47
6461,spring,2017,Cocolors,Kamikaze Douga,1,,Sci-Fi,42860,Original,
6530,spring,2017,Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,Shin-Ei Animation,13,,"Space,Sci-Fi,Kids,Ecchi,Comedy",42886,Manga,
6521,spring,2017,Crayon Shin-chan Movie 25: Shuurai! Uchuujin Shiriri,Shin-Ei Animation,1,105,"Shounen,Kids,Comedy",42840,Manga,
6491,spring,2017,Cyborg 009: Call of Justice 1,OLM,1,120,"Sci-Fi,Action",42872,Original,
6550,spring,2017,Dappys,DLE,,1,Music,42857,Original,
6454,spring,2017,Days OVA,MAPPA,2,24,"Sports,Shounen,School",42811,Manga,
6455,spring,2017,Days OVA,MAPPA,2,24,"Sports,Shounen,School",42872,Manga,
6558,spring,2017,Deeky & Carina,Fanworks,,1,,42862,Original,
6447,spring,2017,Detective Conan Movie 21: Kara Kurenai no Love Letter,TMS Entertainment,1,111,"Shounen,Police,Mystery,Action",42840,Manga,7.86
6501,spring,2017,Doraemon Movie 37: Nobita no Nankyoku Kachi Kochi Daibouken,Shin-Ei Animation,1,101,"Shounen,Kids,Fantasy,Comedy,Adventure",42798,Original,
6536,spring,2017,Duel Masters (2017),Shogakukan Music & Digital Entertainment,51,24,"Shounen,Game,Comedy,Adventure,Action",42827,Card Game,
6372,spring,2017,Eromanga-sensei,A-1 Pictures,12,24,"Romance,Drama,Comedy",42834,Light Novel,6.97
6386,spring,2017,Fairy Tail: Dragon Cry,A-1 Pictures,1,84,"Fantasy,Adventure,Action",42861,Manga,7.76
6459,spring,2017,Frame Arms Girl,Studio A-CAT,12,23,"Slice of Life,Sci-Fi,Mecha,Action",42829,Other,6.62
6467,spring,2017,Free! Movie 1: Timeless Medley - Kizuna: Character Butai Aisatsu,KyoAni,4,4,Comedy,42847,Original,
6435,spring,2017,Free! Timeless Medley: Kizuna,KyoAni,1,95,Sports,42847,Original,
6425,spring,2017,Fukumenkei Noise,Brain's Base,12,25,"Shoujo,School,Romance,Music",42836,Manga,7.02
6551,spring,2017,Furusato Meguri Nippon no Mukashi Banashi,Tomason,50,22,"Supernatural,Kids,Historical",42827,Other,
6533,spring,2017,Future Card Buddyfight X,OLM,,24,Game,42826,Game,
6402,spring,2017,Gabriel DropOut Specials,Doga Kobo,2,15,"Supernatural,Shounen,School,Comedy",42818,Manga,7.78
6403,spring,2017,Gabriel DropOut Specials,Doga Kobo,2,15,"Supernatural,Shounen,School,Comedy",42879,Manga,7.78
6503,spring,2017,Genbanojou,Nippon Animation,,,,42805,Original,
6414,spring,2017,Gin no Guardian,Haoliners Animation,12,15,"Supernatural,Game,Fantasy,Comedy,Action",42826,Digital Manhua,6.37
6534,spring,2017,Gou-chan. Moko to Chinjuu no Mori no Nakama-tachi,Shin-Ei Animation,1,60,Adventure,42799,Other,
6404,spring,2017,Granblue Fantasy The Animation,A-1 Pictures,13,24,"Fantasy,Adventure",42827,Game,6.89
6489,spring,2017,Guomin Laogong Dai Huijia 2nd Season,G.CMay Animation & Film,12,12,"School,Romance,Drama",42856,Novel,
6473,spring,2017,Henkei Shoujo,DLE,,1,Sci-Fi,42820,Original,
6438,spring,2017,Hibike! Euphonium 2 Specials,KyoAni,7,2,"School,Music,Drama",42809,Novel,
6439,spring,2017,Hibike! Euphonium 2 Specials,KyoAni,7,2,"School,Music,Drama",42844,Novel,
6440,spring,2017,Hibike! Euphonium 2 Specials,KyoAni,7,2,"School,Music,Drama",42872,Novel,
6436,spring,2017,High School Fleet OVA,Production IMS,2,24,"School,Military,Action",42825,Original,7.36
6437,spring,2017,High School Fleet OVA,Production IMS,2,24,"School,Military,Action",42879,Original,7.36
6407,spring,2017,Himouto! Umaru-chan OVA,Doga Kobo,2,23,"Slice of Life,Seinen,School,Comedy",42844,Manga,7.37
6434,spring,2017,Hinako Note,Passione,12,24,"Slice of Life,Comedy",42832,4-koma Manga,6.91
6421,spring,2017,Hirune Hime: Shiranai Watashi no Monogatari,Signal.MD,1,110,"Sci-Fi,Fantasy,Adventure",42812,Original,7.34
6485,spring,2017,Hiyoko no Basket Movie: Last Game 0401,,1,,"Sports,Parody",42826,Manga,
6470,spring,2017,Hoozuki no Reitetsu OVA,Studio Deen,4,26,"Supernatural,Fantasy,Comedy",42817,Manga,
6481,spring,2017,ID-0,Sanzigen,12,24,"Sci-Fi,Mecha",42834,Original,
6531,spring,2017,Idol Time PriPara,Dongwoo A&E,51,23,"Slice of Life,Music,Kids",42829,Original,
6516,spring,2017,Jakusansei Million Arthur: Forever Kakusansei Million Arthur,,1,,"Parody,Fantasy,Ecchi,Comedy",42844,Source Unknown,
6514,spring,2017,Jian Wangchao,EMT²,12,15,"Historical,Action",42851,Novel,
6537,spring,2017,Jinryoku Senkan!? Shiokaze Sawakaze,Fukushima Gaina,,16,"Sci-Fi,School,Mecha",42857,Original,
6474,spring,2017,Kabukibu!,Studio Deen,12,25,School,42832,Light Novel,
6457,spring,2017,Kakuchou Shoujo Kei Trinary,feel.,,,Mecha,42837,Original,
6545,spring,2017,Kamisama Minarai: Himitsu no Cocotama Movie - Kiseki o Okose Teppuru to Dokidoki Cocotama Kai,OLM,1,76,"Magic,Kids",42853,Original,
6426,spring,2017,Keijo!!!!!!!! Specials,Xebec,6,3,"Sports,Shounen,Ecchi",42823,Manga,
6427,spring,2017,Keijo!!!!!!!! Specials,Xebec,6,3,"Sports,Shounen,Ecchi",42851,Manga,
6468,spring,2017,Kemono Friends: Bus-teki,Yaoyorozu,1,,"Fantasy,Comedy",42829,Game,
6441,spring,2017,Kenka Banchou Otome: Girl Beats Boys,A-Real,12,10,"Shoujo,Romance",42837,Otome Game,6.77
6465,spring,2017,Kidou Senshi Gundam: Thunderbolt 2nd Season,Sunrise,4,21,"Seinen,Sci-Fi,Psychological,Mecha,Action",42818,Manga,
6458,spring,2017,Kiniro Mosaic: Pretty Days,Studio Gokumi,1,,"Slice of Life,School,Comedy",42797,Manga,7.71
6525,spring,2017,Kirakira☆Precure a la Mode,Toei Animation,49,24,"Slice of Life,Magic,Fantasy",42827,Original,
6393,spring,2017,Kobayashi-san Chi no Maid Dragon Specials,KyoAni,7,2,"Slice of Life,Seinen,Comedy",42809,Manga,7.58
6394,spring,2017,Kobayashi-san Chi no Maid Dragon Specials,KyoAni,7,2,"Slice of Life,Seinen,Comedy",42844,Manga,7.58
6395,spring,2017,Kobayashi-san Chi no Maid Dragon Specials,KyoAni,7,2,"Slice of Life,Seinen,Comedy",42872,Manga,7.58
6371,spring,2017,Koe no Katachi,KyoAni,1,130,"Shounen,School,Drama",42872,Manga,9.28
6498,spring,2017,Koisuru Shirokuma,Gathering,,1,"Shoujo,Comedy",42798,Manga,
6524,spring,2017,Koneko no Chi: Ponponra Daibouken,Marza Animation Planet,51,12,"Slice of Life,Comedy",42827,Manga,
6451,spring,2017,Kuai Ba Wo Ge Dai Zou,Fanworks,12,4,Comedy,42832,Digital Manhua,7.67
6422,spring,2017,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,Shaft,8,30,"Supernatural,Mystery,Drama,Action",42823,Light Novel,7.89
6423,spring,2017,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,Shaft,8,30,"Supernatural,Mystery,Drama,Action",42886,Light Novel,7.89
6399,spring,2017,Kuroko no Basket: Last Game,Production I.G,1,90,"Sports,Shounen,School",42812,Manga,8.26
6472,spring,2017,Kyoukai no Rinne 3rd Season,Brain's Base,25,24,"Supernatural,Shounen,School,Romance,Comedy",42833,Manga,7.39
6383,spring,2017,Little Witch Academia (TV),Trigger,25,24,"School,Magic,Fantasy,Comedy,Adventure",42828,Original,8.01
6504,spring,2017,Love Kome: We Love Rice,Encourage Films,12,4,Slice of Life,42830,Original,
6478,spring,2017,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Telecom Animation Film,1,,"Drama,Comedy,Adventure,Action",42881,Source Unknown,
6387,spring,2017,Mahou Tsukai no Yome: Hoshi Matsu Hito,Wit Studio,3,23,"Magic,Fantasy",42804,Manga,8.14
6495,spring,2017,Mahouka x Mameshiba,,4,,"Parody,Comedy",42879,Light Novel,
6523,spring,2017,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,Toei Animation,1,105,"Shoujo,School,Magic,Fantasy,Comedy,Action",42795,Original,
6546,spring,2017,Makeruna!! Aku no Gundan!,Tatsunoko Production,12,5,Comedy,42830,4-koma Manga,
6392,spring,2017,Monster Musume no Iru Nichijou OVA,Lerche,2,24,"Seinen,Romance,Fantasy,Ecchi,Comedy",42838,Manga,7.36
6487,spring,2017,Monster Strike 2nd Season,Sanzigen,,10,"Game,Fantasy,Action",42826,Game,
6497,spring,2017,Monster Strike 2nd Season: Zenritsu no Lucifer - Tada Hitotsu no Hajimari no Uta,LIDEN FILMS,1,,"Game,Fantasy,Action",42858,Game,
6475,spring,2017,Monster Strike The Movie: Hajimari no Basho e,LIDEN FILMS,1,104,"Game,Fantasy,Action",42844,Game,
6511,spring,2017,Monsuto Anime: Katsubou no Hate no Risoukyou,,1,,"Game,Fantasy,Action",42819,Game,
6519,spring,2017,Morinaga Nyuugyou x Mary to Majo no Hana,,4,,"Slice of Life,Magic",42831,Other,
6418,spring,2017,Nanbaka Special,Satelight,1,,"Drama,Comedy,Action",42854,Digital Manga,7.36
6430,spring,2017,Natsume Yuujinchou Go Specials,Shuka,2,23,"Supernatural,Slice of Life,Shoujo,Fantasy,Drama",42816,Manga,8.16
6431,spring,2017,Natsume Yuujinchou Go Specials,Shuka,2,23,"Supernatural,Slice of Life,Shoujo,Fantasy,Drama",42851,Manga,8.16
6432,spring,2017,Natsume Yuujinchou Roku,Shuka,11,24,"Supernatural,Slice of Life,Shoujo,Fantasy,Drama",42837,Manga,8.58
6505,spring,2017,Neko ga Kureta Marui Shiawase,Yokohama Animation Lab,4,1,,42877,Original,
6553,spring,2017,Neko Neko Nihonshi 2nd Season,Neft Film,32,9,"Historical,Comedy",42830,Digital Manga,
6554,spring,2017,Neko no Dayan: Fushigi Gekijou,Kachidoki Studio,30,3,"Kids,Comedy",42832,Picture Book,
6400,spring,2017,"New Game!: Watashi, Shain Ryokou tte Hajimete nano de...",Doga Kobo,1,,"Slice of Life,Comedy",42859,4-koma Manga,7.52
6507,spring,2017,Nobunaga no Shinobi: Ise Kanegasaki-hen,TMS Entertainment,26,4,"Historical,Comedy",42833,4-koma Manga,
6529,spring,2017,Nui Nui Hinobori San Kyoudai,DLE,,,,42851,Other,
6560,spring,2017,Ohayou! Kokekkou-san,TMS Entertainment,50,5,Kids,42827,Original,
6443,spring,2017,One Room Special,Typhoon Graphics,1,,Slice of Life,42881,Original,6.33
6513,spring,2017,Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,Studio Pierrot,1,,"Parody,Comedy",42831,Manga,
6413,spring,2017,Oushitsu Kyoushi Haine,Bridge,12,24,Comedy,42830,Manga,7.42
6398,spring,2017,Overlord: Shikkoku no Senshi,Madhouse,1,93,"Magic,Game,Fantasy,Action",42805,Light Novel,7.83
6561,spring,2017,Pittanko! Nekozakana,Comet,50,5,Kids,42827,Original,
6515,spring,2017,Precure Dream Stars!,Toei Animation,1,71,"Shoujo,School,Magic,Fantasy,Comedy,Action",42812,Original,
6528,spring,2017,PriPara Movie: Minna de Kagayake! Kirarin☆Star Live!,Tatsunoko Production,1,65,"Slice of Life,Shoujo,School,Music",42798,Original,
6540,spring,2017,PriPri Chii-chan!!,OLM,36,12,"Shoujo,Sci-Fi,Comedy",42840,Manga,
6401,spring,2017,Quanzhi Gaoshou,G.CMay Animation & Film,12,24,"Game,Adventure,Action",42832,Novel,8.12
6375,spring,2017,Re:Creators,TROYCA,22,24,"Sci-Fi,Fantasy,Action",42833,Original,7.68
6471,spring,2017,Red Ash the Animation: Gear World,Studio 4°C,1,,"Fantasy,Adventure",42805,Original,
6376,spring,2017,Renai Boukun,EMT²,12,24,"Supernatural,School,Romance,Harem,Ecchi,Comedy",42832,Manga,6.7
6539,spring,2017,Rilu Rilu Fairilu: Mahou no Kagami,Studio Deen,51,24,"Magic,Kids,Fantasy",42832,Original,
6370,spring,2017,Rokudenashi Majutsu Koushi to Akashic Records,LIDEN FILMS,12,24,"School,Magic,Fantasy,Action",42829,Light Novel,7.39
6488,spring,2017,Room Mate,Typhoon Graphics,12,5,,42837,Original,6.25
6382,spring,2017,Saenai Heroine no Sodatekata ♭,A-1 Pictures,12,22,"School,Romance,Harem,Ecchi,Comedy",42839,Light Novel,7.82
6506,spring,2017,Sagaken o Meguru Animation (2017),TMS Entertainment,2,12,Slice of Life,42805,Original,
6417,spring,2017,Sagrada Reset,David Production,24,25,"Superpower,Supernatural,School,Mystery",42830,Light Novel,7
6420,spring,2017,Sakura Quest,P.A. Works,25,24,"Slice of Life,Comedy",42831,Original,7.28
6416,spring,2017,Seikaisuru Kado,Toei Animation,12,23,Sci-Fi,42832,Original,6.9
6480,spring,2017,Sekai no Yami Zukan,ILCA,13,5,Horror,42828,Original,
6555,spring,2017,Sentai Heroes Sukiyaki Force: Gunma no Heiwa o Negau Season,Studio 4°C,24,3,Comedy,42828,Original,
6549,spring,2017,Shimajirou to Niji no Oasis,The Answer Studio,1,,"Kids,Fantasy,Adventure",42804,Original,
6405,spring,2017,Shingeki no Bahamut: Virgin Soul,MAPPA,24,24,"Supernatural,Magic,Fantasy,Demons,Adventure,Action",42833,Game,7.49
6369,spring,2017,Shingeki no Kyojin Season 2,Wit Studio,12,24,"Superpower,Mystery,Military,Fantasy,Drama,Action",42826,Manga,8.51
6460,spring,2017,Shingeki no Kyotou,,1,,"Shounen,Fantasy,Action",42835,Manga,
6381,spring,2017,Shokugeki no Souma: Ni no Sara OVA,J.C.Staff,2,25,"Shounen,School,Ecchi",42856,Manga,7.71
6548,spring,2017,Shounen Ashibe GO! GO! Goma-chan 2nd Season,Bridge,32,9,"Slice of Life,Comedy",42829,4-koma Manga,
6379,spring,2017,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,C2C,12,24,"Sci-Fi,Romance,Fantasy,Drama",42836,Light Novel,7.81
6412,spring,2017,Sin: Nanatsu no Taizai,Artland,12,24,"Fantasy,Ecchi",42840,Original,5.73
6442,spring,2017,Sin: Nanatsu no Taizai: Zange-roku,,,1,"Fantasy,Ecchi",42840,Original,
6479,spring,2017,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,White Fox,1,,"Supernatural,Magic",42846,Original,
6469,spring,2017,Soutai Sekai,Craftar,2,,,42853,Original,
6482,spring,2017,Starmyu 2nd Season,C-Station,12,24,"School,Music,Comedy",42829,Original,
6388,spring,2017,Strike the Blood II,Silver Link,8,25,"Vampire,Supernatural,Fantasy,Ecchi,Action",42823,Light Novel,7.48
6389,spring,2017,Strike the Blood II,Silver Link,8,25,"Vampire,Supernatural,Fantasy,Ecchi,Action",42879,Light Novel,7.48
6373,spring,2017,Sword Oratoria,J.C.Staff,12,24,"Fantasy,Adventure,Action",42840,Light Novel,7.36
6532,spring,2017,Tamagotchi Movie: Himitsu no Otodoke Daisakusen!,,1,,,42853,Source Unknown,
6493,spring,2017,Tenchi Muyou! Ryououki 4th Season,AIC,4,30,"Space,Shounen,Sci-Fi,Harem,Comedy,Action",42886,Original,
6543,spring,2017,The Snack World,OLM,50,24,"Kids,Fantasy,Comedy,Adventure",42838,Mixed-Media Project,
6486,spring,2017,Toho Cinemas x Pokemon Go,,2,,Comedy,42797,Game,
6552,spring,2017,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,OLM,37,24,"Sci-Fi,Police,Mecha,Adventure",42840,Other,
6384,spring,2017,Trinity Seven Movie: Yuukyuu Toshokan to Renkinjutsu Shoujo,Seven Arcs Pictures,1,,"School,Romance,Magic,Harem,Fantasy,Ecchi",42811,Manga,7.56
