Index,Title,Type,Episodes,Ongoing,Release Season,Start Year,End Year
262,In This Corner of the World,Movie,1,false,,2016-01-01 00:00:00,2016-01-01 00:00:00
263,Tower of God,TV,11,true,Spring,2020-01-01 00:00:00,
264,Angel Beats!,TV,13,false,Spring,2010-01-01 00:00:00,2010-01-01 00:00:00
265,Karakai Jouzu no Takagi-san 2,TV,12,false,Summer,2019-01-01 00:00:00,2019-01-01 00:00:00
266,Fairy Tail 2,TV,102,false,Spring,2014-01-01 00:00:00,2016-01-01 00:00:00
267,Overlord,TV,13,false,Summer,2015-01-01 00:00:00,2015-01-01 00:00:00
268,Tokyo Godfathers,Movie,1,false,,2003-01-01 00:00:00,2003-01-01 00:00:00
269,Baccano! Specials,DVD Special,3,false,,2008-01-01 00:00:00,2008-01-01 00:00:00
270,Gintama: Jump Festa 2008,Other,1,false,,2008-01-01 00:00:00,2008-01-01 00:00:00
271,Death Parade,TV,12,false,Winter,2015-01-01 00:00:00,2015-01-01 00:00:00
272,Hajime no Ippo: Mashiba vs Kimura,OVA,1,false,,2003-01-01 00:00:00,2003-01-01 00:00:00
273,Hunter x Hunter OVA 2: Greed Island,OVA,8,false,,2003-01-01 00:00:00,2003-01-01 00:00:00
274,Oshie to Tabi Suru Otoko,Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
275,Detective Conan Movie 14: The Lost Ship in the Sky,Movie,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
276,Haikyuu!! Movie 3: Talent and Sense,Movie,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
277,Omae Umasou da na Movie,Movie,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
278,Fairy Tail: Final Season,TV,51,false,Fall,2018-01-01 00:00:00,2019-01-01 00:00:00
279,Durarara!!,TV,24,false,Winter,2010-01-01 00:00:00,2010-01-01 00:00:00
280,Trigun,TV,26,false,Spring,1998-01-01 00:00:00,1998-01-01 00:00:00
281,Puella Magi Madoka Magica the Movie Part 3: Rebellion,Movie,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
282,Psycho-Pass 3: First Inspector,Movie,1,false,,2020-01-01 00:00:00,2020-01-01 00:00:00
283,Nodame Cantabile: Paris,TV,11,false,Fall,2008-01-01 00:00:00,2008-01-01 00:00:00
284,Mobile Suit Gundam 00 Second Season,TV,25,false,Fall,2008-01-01 00:00:00,2009-01-01 00:00:00
285,Initial D Final Stage,TV,4,false,Spring,2014-01-01 00:00:00,2014-01-01 00:00:00
286,Banana Fish,TV,24,false,Summer,2018-01-01 00:00:00,2018-01-01 00:00:00
287,Girls und Panzer der Film,Movie,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
288,Mobile Suit Gundam: Iron-Blooded Orphans 2,TV,25,false,Fall,2016-01-01 00:00:00,2017-01-01 00:00:00
289,Code Geass Movie: Lelouch of the Re;surrection,Movie,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
290,Aria the Origination,TV,13,false,Winter,2008-01-01 00:00:00,2008-01-01 00:00:00
291,T-sensei,Other,14,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
292,Land of the Lustrous,TV,12,false,Fall,2017-01-01 00:00:00,2017-01-01 00:00:00
293,Initial D Fourth Stage,TV,24,false,Spring,2004-01-01 00:00:00,2006-01-01 00:00:00
294,Redline,Movie,1,false,,2009-01-01 00:00:00,2009-01-01 00:00:00
295,Youjo Senki: Saga of Tanya the Evil,TV,12,false,Winter,2017-01-01 00:00:00,2017-01-01 00:00:00
296,JoJo's Bizarre Adventure (2012),TV,26,false,Fall,2012-01-01 00:00:00,2013-01-01 00:00:00
297,Detective Conan Movie 6: The Phantom of Baker Street,Movie,1,false,,2002-01-01 00:00:00,2002-01-01 00:00:00
298,Log Horizon,TV,25,false,Fall,2013-01-01 00:00:00,2014-01-01 00:00:00
299,Patema Inverted,Movie,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
300,Full Metal Panic? Fumoffu,TV,12,false,Summer,2003-01-01 00:00:00,2003-01-01 00:00:00
301,Made in Abyss: Hourou Suru Tasogare,Movie,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
302,Black Lagoon,TV,12,false,Spring,2006-01-01 00:00:00,2006-01-01 00:00:00
303,Hinamatsuri,TV,12,false,Spring,2018-01-01 00:00:00,2018-01-01 00:00:00
304,Trigun: Badlands Rumble,Movie,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
305,Whisper of the Heart,Movie,1,false,,1995-01-01 00:00:00,1995-01-01 00:00:00
306,Ascendance of a Bookworm,TV,14,false,Fall,2019-01-01 00:00:00,2019-01-01 00:00:00
307,Gintama,TV,201,false,Spring,2006-01-01 00:00:00,2010-01-01 00:00:00
308,Hunter x Hunter,TV,62,false,Fall,1999-01-01 00:00:00,2001-01-01 00:00:00
309,Spice and Wolf,TV,13,false,Winter,2008-01-01 00:00:00,2008-01-01 00:00:00
310,Baby Steps 2,TV,25,false,Spring,2015-01-01 00:00:00,2015-01-01 00:00:00
311,Kamisama Kiss,TV,13,false,Fall,2012-01-01 00:00:00,2012-01-01 00:00:00
312,"The Garden of Sinners Movie 3: Ever Cry, Never Life. (Remaining Sense of Pain)",Movie,1,false,,2008-01-01 00:00:00,2008-01-01 00:00:00
313,The House of Small Cubes,Movie,1,false,,2008-01-01 00:00:00,2008-01-01 00:00:00
314,Gintama: Jump Festa 2014,Other,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
315,Wu Geng Ji 3rd Season,Web,21,true,,2019-01-01 00:00:00,
316,Black Lagoon: Roberta's Blood Trail,OVA,5,false,,2010-01-01 00:00:00,2011-01-01 00:00:00
317,Haikyuu!! Riku vs Kuu,OVA,2,false,,2020-01-01 00:00:00,2020-01-01 00:00:00
318,Laputa: Castle in the Sky,Movie,1,false,,1986-01-01 00:00:00,1986-01-01 00:00:00
319,When Marnie Was There,Movie,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
320,Sekai-ichi Hatsukoi: World's Greatest First Love 2,TV,12,false,Fall,2011-01-01 00:00:00,2011-01-01 00:00:00
321,BECK: Mongolian Chop Squad,TV,26,false,Fall,2004-01-01 00:00:00,2005-01-01 00:00:00
322,Magi: Adventure of Sinbad,TV,13,false,Spring,2016-01-01 00:00:00,2016-01-01 00:00:00
323,March Comes in like a Lion,TV,22,false,Fall,2016-01-01 00:00:00,2017-01-01 00:00:00
324,Hozuki's Coolheadedness 2nd Season: Part II,TV,13,false,Spring,2018-01-01 00:00:00,2018-01-01 00:00:00
325,A Certain Scientific Railgun T,TV,15,true,Winter,2020-01-01 00:00:00,
326,InuYasha: The Final Act,TV,26,false,Fall,2009-01-01 00:00:00,2010-01-01 00:00:00
327,Dorohedoro,TV,12,false,Winter,2020-01-01 00:00:00,2020-01-01 00:00:00
328,Fate/stay night: Unlimited Blade Works Prologue,TV Special,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
329,"Legend of the Galactic Heroes: A Hundred Billion Stars, A Hundred Billion Lights",OVA,24,false,,1998-01-01 00:00:00,1998-01-01 00:00:00
330,Working!!! Lord of the Takanashi,TV Special,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
331,Welcome to the NHK!,TV,24,false,Summer,2006-01-01 00:00:00,2006-01-01 00:00:00
332,Assassination Classroom,TV,22,false,Winter,2015-01-01 00:00:00,2015-01-01 00:00:00
333,Ghost in the Shell: Stand Alone Complex - Solid State Society,Movie,1,false,,2006-01-01 00:00:00,2006-01-01 00:00:00
334,Lupin III: Part V,TV,24,false,Spring,2018-01-01 00:00:00,2018-01-01 00:00:00
335,Princess Jellyfish,TV,11,false,Fall,2010-01-01 00:00:00,2010-01-01 00:00:00
336,Nichijou: My Ordinary Life,TV,26,false,Spring,2011-01-01 00:00:00,2011-01-01 00:00:00
337,Promare,Movie,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
338,Wan Sheng Jie,Web,12,false,,2020-01-01 00:00:00,2020-01-01 00:00:00
339,Beyond the Boundary Movie: I'll Be Here - Future,Movie,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
340,Detective Conan Movie 15: Quarter of Silence,Movie,1,false,,2011-01-01 00:00:00,2011-01-01 00:00:00
341,Overlord II,TV,13,false,Winter,2018-01-01 00:00:00,2018-01-01 00:00:00
342,Detective Conan Movie 13: The Raven Chaser,Movie,1,false,,2009-01-01 00:00:00,2009-01-01 00:00:00
343,Ghost in the Shell: Stand Alone Complex - The Laughing Man,Movie,1,false,,2005-01-01 00:00:00,2005-01-01 00:00:00
344,Durarara!! X2,TV,12,false,Winter,2015-01-01 00:00:00,2015-01-01 00:00:00
345,Yowamushi Pedal: Grande Road,TV,24,false,Fall,2014-01-01 00:00:00,2015-01-01 00:00:00
346,Noragami,TV,12,false,Winter,2014-01-01 00:00:00,2014-01-01 00:00:00
347,Full Metal Panic! The Second Raid,TV,13,false,Summer,2005-01-01 00:00:00,2005-01-01 00:00:00
348,Nisemonogatari,TV,11,false,Winter,2012-01-01 00:00:00,2012-01-01 00:00:00
349,Junjou Romantica 2,TV,12,false,Fall,2008-01-01 00:00:00,2008-01-01 00:00:00
350,Kino's Journey,TV,13,false,Spring,2003-01-01 00:00:00,2003-01-01 00:00:00
351,My Next Life as a Villainess: All Routes Lead to Doom!,TV,11,true,Spring,2020-01-01 00:00:00,
352,Rurouni Kenshin,TV,94,false,Winter,1996-01-01 00:00:00,1998-01-01 00:00:00
353,Quan Zhi Gao Shou,TV,12,false,Spring,2017-01-01 00:00:00,2017-01-01 00:00:00
354,A Certain Scientific Railgun S,TV,24,false,Spring,2013-01-01 00:00:00,2013-01-01 00:00:00
355,Darker than Black,TV,25,false,Spring,2007-01-01 00:00:00,2007-01-01 00:00:00
356,Wotakoi: Love is Hard for Otaku,TV,11,false,Spring,2018-01-01 00:00:00,2018-01-01 00:00:00
357,Food Wars! The Fourth Plate,TV,12,false,Fall,2019-01-01 00:00:00,2019-01-01 00:00:00
358,ReLIFE,Web,13,false,Summer,2016-01-01 00:00:00,2016-01-01 00:00:00
359,Detective Conan Movie 18: The Sniper From Another Dimension,Movie,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
360,Hi Score Girl: Extra Stage,OVA,3,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
361,Initial D Fifth Stage,TV,14,false,Fall,2012-01-01 00:00:00,2013-01-01 00:00:00
362,Miss Kobayashi's Dragon Maid,TV,13,false,Winter,2017-01-01 00:00:00,2017-01-01 00:00:00
363,Durarara!! X2 The Third Arc,TV,12,false,Winter,2016-01-01 00:00:00,2016-01-01 00:00:00
364,Kiki's Delivery Service,Movie,1,false,,1989-01-01 00:00:00,1989-01-01 00:00:00
365,GATE (2016),TV,12,false,Winter,2016-01-01 00:00:00,2016-01-01 00:00:00
366,My Teen Romantic Comedy SNAFU TOO!,TV,13,false,Spring,2015-01-01 00:00:00,2015-01-01 00:00:00
367,Astra Lost in Space,TV,12,false,Summer,2019-01-01 00:00:00,2019-01-01 00:00:00
368,Code Geass: Lelouch of the Rebellion III - Glorification,Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
369,Kaiji - Against All Rules,TV,26,false,Spring,2011-01-01 00:00:00,2011-01-01 00:00:00
370,Jormungand: Perfect Order,TV,12,false,Fall,2012-01-01 00:00:00,2012-01-01 00:00:00
371,Welcome to the Ballroom,TV,24,false,Summer,2017-01-01 00:00:00,2017-01-01 00:00:00
372,Tsukimonogatari,"",4,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
373,Daily Lives of High School Boys,TV,12,false,Winter,2012-01-01 00:00:00,2012-01-01 00:00:00
374,Hi Score Girl II,TV,9,false,Fall,2019-01-01 00:00:00,2019-01-01 00:00:00
375,Clannad,TV,23,false,Fall,2007-01-01 00:00:00,2008-01-01 00:00:00
376,The World God Only Knows: Goddesses Arc,TV,12,false,Summer,2013-01-01 00:00:00,2013-01-01 00:00:00
377,Carole & Tuesday,TV,24,false,Spring,2019-01-01 00:00:00,2019-01-01 00:00:00
378,Non Non Biyori Repeat,TV,12,false,Summer,2015-01-01 00:00:00,2015-01-01 00:00:00
379,"Love, Chunibyo & Other Delusions! Movie: Take On Me",Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
380,Tenchi Muyo! War on Geminar,OVA,13,false,,2009-01-01 00:00:00,2010-01-01 00:00:00
381,Millennium Actress,Movie,1,false,,2001-01-01 00:00:00,2001-01-01 00:00:00
382,Grand Blue,TV,12,false,Summer,2018-01-01 00:00:00,2018-01-01 00:00:00
383,Berserk: Golden Age Arc II - The Battle for Doldrey,Movie,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
384,Nana,TV,47,false,Spring,2006-01-01 00:00:00,2007-01-01 00:00:00
385,Detective Conan Movie 23: The Fist of Blue Sapphire,Movie,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
386,Laid-Back Camp,TV,12,false,Winter,2018-01-01 00:00:00,2018-01-01 00:00:00
387,Bakuman.,TV,25,false,Fall,2010-01-01 00:00:00,2011-01-01 00:00:00
388,Nura: Rise of the Youkai Clan - Demon Capital,TV,24,false,Summer,2011-01-01 00:00:00,2011-01-01 00:00:00
389,Magical Girl Lyrical Nanoha: The Movie 2nd A's,Movie,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
390,Bakemonogatari,TV,15,false,Summer,2009-01-01 00:00:00,2010-01-01 00:00:00
391,Aggretsuko 2,Web,10,false,Spring,2019-01-01 00:00:00,2019-01-01 00:00:00
392,Chihayafuru,TV,25,false,Fall,2011-01-01 00:00:00,2012-01-01 00:00:00
393,Blue Spring Ride: Page.13,OVA,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
394,Thunderbolt Fantasy Movie 2: Bewitching Melody of the West,Movie,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
395,Berserk,TV,25,false,Fall,1997-01-01 00:00:00,1998-01-01 00:00:00
396,Kimi ni Todoke - From Me To You 2nd Season,TV,12,false,Winter,2011-01-01 00:00:00,2011-01-01 00:00:00
397,Major: Message,OVA,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
398,Working!!!,TV,13,false,Summer,2015-01-01 00:00:00,2015-01-01 00:00:00
399,The Tale of the Princess Kaguya,Movie,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
400,Sound! Euphonium 2,TV,13,false,Fall,2016-01-01 00:00:00,2016-01-01 00:00:00
401,Ling Jian Zun 3rd Season,Web,40,true,,2019-01-01 00:00:00,
402,One Piece Film: Gold,Movie,1,false,,2016-01-01 00:00:00,2016-01-01 00:00:00
403,Broken Blade Movie 4: The Land of Calamity,Movie,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
404,Initial D Second Stage,TV,13,false,Fall,1999-01-01 00:00:00,2000-01-01 00:00:00
405,Evangelion: 1.0 You Are (Not) Alone,Movie,1,false,,2007-01-01 00:00:00,2007-01-01 00:00:00
406,Junjou Romantica 3,TV,12,false,Summer,2015-01-01 00:00:00,2015-01-01 00:00:00
407,Major 2nd: Second Season,TV,7,true,Spring,2020-01-01 00:00:00,
408,The Pet Girl of Sakurasou,TV,24,false,Fall,2012-01-01 00:00:00,2013-01-01 00:00:00
409,Moribito: Guardian of the Spirit,TV,26,false,Spring,2007-01-01 00:00:00,2007-01-01 00:00:00
410,Xue Ying Ling Zhu 2nd Season,Web,4,false,,2020-01-01 00:00:00,2020-01-01 00:00:00
411,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,DVD Special,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
412,Gintama: Jump Festa 2015,Other,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
413,Durarara!! X2 The Second Arc,TV,12,false,Summer,2015-01-01 00:00:00,2015-01-01 00:00:00
414,Bunny Drop Specials,DVD Special,4,false,,2011-01-01 00:00:00,2012-01-01 00:00:00
415,Mononoke,TV,12,false,Summer,2007-01-01 00:00:00,2007-01-01 00:00:00
416,KonoSuba â€“ Godâ€™s blessing on this wonderful world! 2 OVA,OVA,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
417,Mobile Suit Gundam 00,TV,25,false,Fall,2007-01-01 00:00:00,2008-01-01 00:00:00
418,JoJo's Bizarre Adventure: Phantom Blood,Movie,1,false,,2007-01-01 00:00:00,2007-01-01 00:00:00
419,IDOLiSH7: Second BEAT!,TV,4,true,Spring,2020-01-01 00:00:00,
420,Magi: Adventure of Sinbad OVA,OVA,5,false,,2014-01-01 00:00:00,2015-01-01 00:00:00
421,Puella Magi Madoka Magica the Movie Part 1: Beginnings,Movie,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
422,The Garden of Words,Movie,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
423,Legend of the Galactic Heroes: Overture to a New War,Movie,1,false,,1993-01-01 00:00:00,1993-01-01 00:00:00
424,Hozuki's Coolheadedness 2nd Season,TV,13,false,Fall,2017-01-01 00:00:00,2017-01-01 00:00:00
425,Honey and Clover II,TV,12,false,Summer,2006-01-01 00:00:00,2006-01-01 00:00:00
426,xxxHOLiC Shunmuki,OVA,2,false,,2009-01-01 00:00:00,2009-01-01 00:00:00
427,Terror in Resonance,TV,11,false,Summer,2014-01-01 00:00:00,2014-01-01 00:00:00
428,From the New World,TV,25,false,Fall,2012-01-01 00:00:00,2013-01-01 00:00:00
429,Thunderbolt Fantasy: Sword Seekers 2,TV,13,false,Fall,2018-01-01 00:00:00,2018-01-01 00:00:00
430,Saekano: How to Raise a Boring Girlfriend Fine,Movie,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
431,Kimi ni Todoke - From Me To You,TV,25,false,Fall,2009-01-01 00:00:00,2010-01-01 00:00:00
432,Planetes,TV,26,false,Fall,2003-01-01 00:00:00,2004-01-01 00:00:00
433,Drifters,TV,12,false,Fall,2016-01-01 00:00:00,2016-01-01 00:00:00
434,Monthly Girls' Nozaki-kun,TV,12,false,Summer,2014-01-01 00:00:00,2014-01-01 00:00:00
435,The Garden of Sinners Movie 4: Garan-no-Dou. (The Hollow Shrine),Movie,1,false,,2008-01-01 00:00:00,2008-01-01 00:00:00
436,Ghost in the Shell,Movie,1,false,,1995-01-01 00:00:00,1995-01-01 00:00:00
437,School Rumble: 2nd Semester,TV,26,false,Spring,2006-01-01 00:00:00,2006-01-01 00:00:00
438,The Secret World of Arrietty,Movie,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
439,Magi: The Labyrinth of Magic,TV,25,false,Fall,2012-01-01 00:00:00,2013-01-01 00:00:00
440,Nekomonogatari (Black),TV,4,false,Winter,2012-01-01 00:00:00,2012-01-01 00:00:00
441,The World God Only Knows II,TV,12,false,Spring,2011-01-01 00:00:00,2011-01-01 00:00:00
442,Ghost in the Shell: Stand Alone Complex - Individual Eleven,Movie,1,false,,2006-01-01 00:00:00,2006-01-01 00:00:00
443,Bungou Stray Dogs Movie: Dead Apple,Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
444,Rurouni Kenshin: Seisouhen,OVA,2,false,,2001-01-01 00:00:00,2001-01-01 00:00:00
445,The Eccentric Family 2,TV,12,false,Spring,2017-01-01 00:00:00,2017-01-01 00:00:00
446,Saint Seiya: The Lost Canvas - Meiou Shinwa 2nd Chapter,OVA,13,false,,2011-01-01 00:00:00,2011-01-01 00:00:00
447,Detroit Metal City,OVA,12,false,,2008-01-01 00:00:00,2008-01-01 00:00:00
448,Detective Conan Movie 8: Magician of the Silver Sky,Movie,1,false,,2004-01-01 00:00:00,2004-01-01 00:00:00
449,Silver Spoon,TV,11,false,Summer,2013-01-01 00:00:00,2013-01-01 00:00:00
450,Tokyo Magnitude 8.0,TV,11,false,Summer,2009-01-01 00:00:00,2009-01-01 00:00:00
451,Legend of the Galactic Heroes: Die Neue These Second 1,Movie,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
452,Broken Blade Movie 5: The Gap Between Life & Death,Movie,1,false,,2011-01-01 00:00:00,2011-01-01 00:00:00
453,Hajime no Ippo: The Fighting! Special,DVD Special,1,false,,2003-01-01 00:00:00,2003-01-01 00:00:00
454,My Love Story!!,TV,24,false,Spring,2015-01-01 00:00:00,2015-01-01 00:00:00
455,Snow White with the Red Hair,TV,12,false,Summer,2015-01-01 00:00:00,2015-01-01 00:00:00
456,Kamisama Kiss OVA,OVA,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
457,Tentai Senshi Sunred 2,TV,26,false,Fall,2009-01-01 00:00:00,2010-01-01 00:00:00
458,Space Dandy 2,TV,13,false,Summer,2014-01-01 00:00:00,2014-01-01 00:00:00
459,Detective Conan Movie 5: Countdown to Heaven,Movie,1,false,,2001-01-01 00:00:00,2001-01-01 00:00:00
460,Somali and the Forest Spirit,TV,12,false,Winter,2020-01-01 00:00:00,2020-01-01 00:00:00
461,Made in Abyss: Tabidachi no Yoake,Movie,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
462,KonoSuba â€“ God's blessing on this wonderful world!,TV,10,false,Winter,2016-01-01 00:00:00,2016-01-01 00:00:00
463,Broken Blade Movie 3: Scars from an Assassin's Blade,Movie,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
464,Gintama: Dai Hanseikai,Other,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
465,Yaoshenji 3rd Season,Web,40,false,,2018-01-01 00:00:00,2019-01-01 00:00:00
466,Non Non Biyori Movie: Vacation,Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
467,Hanamonogatari,TV Special,5,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
468,Yu Yu Hakusho,TV,112,false,,1992-01-01 00:00:00,1994-01-01 00:00:00
469,One-Punch Man: Road to Hero,OVA,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
470,The Garden of Sinners: Recalled Out Summer,Movie,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
471,Fairy Tail,TV,175,false,Fall,2009-01-01 00:00:00,2013-01-01 00:00:00
472,Code Geass: Lelouch of the Rebellion I - Initiation,Movie,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
473,Shirobako,TV,24,false,Fall,2014-01-01 00:00:00,2015-01-01 00:00:00
474,Sekai-ichi Hatsukoi: Yokozawa Takafumi no Baai,Movie,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
475,Noragami Aragoto OVA,OVA,2,false,,2015-01-01 00:00:00,2016-01-01 00:00:00
476,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,TV Special,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
477,Slayers Next,TV,26,false,,1996-01-01 00:00:00,1996-01-01 00:00:00
478,Fullmetal Alchemist: Brotherhood Specials,DVD Special,4,false,,2009-01-01 00:00:00,2010-01-01 00:00:00
479,Girls und Panzer: Saishuushou 2,Movie,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
480,Wotakoi: Love is Hard for Otaku - Youth,OVA,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
481,The Anthem of the Heart,Movie,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
482,Megalo Box,TV,13,false,Spring,2018-01-01 00:00:00,2018-01-01 00:00:00
483,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,TV Special,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
484,GATE,TV,12,false,Summer,2015-01-01 00:00:00,2015-01-01 00:00:00
485,One-Punch Man 2,TV,12,false,Spring,2019-01-01 00:00:00,2019-01-01 00:00:00
486,Little Busters! Refrain,TV,13,false,Fall,2013-01-01 00:00:00,2013-01-01 00:00:00
487,Detective Conan Movie 3: The Last Magician of the Century,Movie,1,false,,1999-01-01 00:00:00,1999-01-01 00:00:00
488,One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends!,TV Special,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
489,Mobile Suit Gundam Unicorn,OVA,7,false,,2010-01-01 00:00:00,2014-01-01 00:00:00
490,Tokyo Ghoul,TV,12,false,Summer,2014-01-01 00:00:00,2014-01-01 00:00:00
491,Prince of Tennis: National Championship Final,OVA,7,false,,2008-01-01 00:00:00,2009-01-01 00:00:00
492,"Night is Short, Walk On Girl",Movie,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
493,The Wind Rises,Movie,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
494,School Babysitters,TV,12,false,Winter,2018-01-01 00:00:00,2018-01-01 00:00:00
495,Tong Ling Fei,Web,16,false,,2018-01-01 00:00:00,2019-01-01 00:00:00
496,Free! Eternal Summer - Forbidden All Hard!,DVD Special,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
497,Erin,TV,50,false,Winter,2009-01-01 00:00:00,2009-01-01 00:00:00
498,Castlevania,Web,4,false,Summer,2017-01-01 00:00:00,2017-01-01 00:00:00
499,Junjou Romantica OVA 2,OVA,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
500,History's Strongest Disciple Kenichi OVA,OVA,11,false,,2012-01-01 00:00:00,2014-01-01 00:00:00
501,Sword Art Online: Alicization - War of Underworld,TV,12,false,Fall,2019-01-01 00:00:00,2019-01-01 00:00:00
502,Kaiji - Ultimate Survivor,TV,26,false,Fall,2007-01-01 00:00:00,2008-01-01 00:00:00
503,Food Wars! Toutsuki Juukketsu,OVA,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
504,Big Windup! 2,TV,13,false,Spring,2010-01-01 00:00:00,2010-01-01 00:00:00
505,Legend of the Galactic Heroes: Spiral Labyrinth,OVA,28,false,,1999-01-01 00:00:00,2000-01-01 00:00:00
506,Eden of the East,TV,11,false,Spring,2009-01-01 00:00:00,2009-01-01 00:00:00
507,K-On!!,TV,26,false,Spring,2010-01-01 00:00:00,2010-01-01 00:00:00
508,Tsubasa: Spring Thunder Chronicle,OVA,2,false,,2009-01-01 00:00:00,2009-01-01 00:00:00
509,My Roommate is a Cat,TV,12,false,Winter,2019-01-01 00:00:00,2019-01-01 00:00:00
510,High Speed! -Free! Starting Days-,Movie,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
