Index,Anime Index,Status,Viewers,Rating
3531,889,Watched,2901,4.157
3532,889,Watching,473,4.157
3533,889,To-Watch,1989,4.157
3534,889,Dropped,118,4.157
3535,890,Watched,412,4.166
3536,890,Watching,96,4.166
3537,890,To-Watch,758,4.166
3538,890,Dropped,25,4.166
3539,891,Watched,40832,4.156
3540,891,Watching,3007,4.156
3541,891,To-Watch,12725,4.156
3542,891,Dropped,2023,4.156
3543,892,Watched,4722,4.156
3544,892,Watching,108,4.156
3545,892,To-Watch,3767,4.156
3546,892,Dropped,31,4.156
3547,893,Watched,11359,4.156
3548,893,Watching,95,4.156
3549,893,To-Watch,3204,4.156
3550,893,Dropped,59,4.156
3551,894,Watched,497,4.155
3552,894,Watching,39,4.155
3553,894,To-Watch,1442,4.155
3554,894,Dropped,5,4.155
3555,895,Watched,12010,4.155
3556,895,Watching,834,4.155
3557,895,To-Watch,4919,4.155
3558,895,Dropped,608,4.155
3559,896,Watched,58106,4.155
3560,896,Watching,3342,4.155
3561,896,To-Watch,16138,4.155
3562,896,Dropped,1908,4.155
3563,897,Watched,9818,4.154
3564,897,Watching,825,4.154
3565,897,To-Watch,4630,4.154
3566,897,Dropped,633,4.154
3567,898,Watched,10750,4.154
3568,898,Watching,61,4.154
3569,898,To-Watch,2927,4.154
3570,898,Dropped,28,4.154
3571,899,Watched,3533,4.155
3572,899,Watching,614,4.155
3573,899,To-Watch,2633,4.155
3574,899,Dropped,154,4.155
3575,900,Watched,1494,4.153
3576,900,Watching,199,4.153
3577,900,To-Watch,1283,4.153
3578,900,Dropped,28,4.153
3579,901,Watched,3397,4.153
3580,901,Watching,50,4.153
3581,901,To-Watch,831,4.153
3582,901,Dropped,13,4.153
3583,902,Watched,2171,4.152
3584,902,Watching,188,4.152
3585,902,To-Watch,880,4.152
3586,902,Dropped,216,4.152
3587,903,Watched,7888,4.152
3588,903,Watching,56,4.152
3589,903,To-Watch,2674,4.152
3590,903,Dropped,26,4.152
3591,904,Watched,3515,4.152
3592,904,Watching,56,4.152
3593,904,To-Watch,2644,4.152
3594,904,Dropped,34,4.152
3595,905,Watched,836,4.151
3596,905,Watching,38,4.151
3597,905,To-Watch,1474,4.151
3598,905,Dropped,14,4.151
3599,906,Watched,2524,4.151
3600,906,Watching,197,4.151
3601,906,To-Watch,1793,4.151
3602,906,Dropped,108,4.151
3603,907,Watching,28,4.151
3604,907,To-Watch,121,4.151
3605,907,Dropped,5,4.151
3606,908,Watched,17266,4.151
3607,908,Watching,706,4.151
3608,908,To-Watch,3829,4.151
3609,908,Dropped,337,4.151
3610,909,Watched,3128,4.15
3611,909,Watching,33,4.15
3612,909,To-Watch,1791,4.15
3613,909,Dropped,18,4.15
3614,910,Watched,2343,4.15
3615,910,Watching,411,4.15
3616,910,To-Watch,1698,4.15
3617,910,Dropped,97,4.15
3618,911,Watched,41610,4.15
3619,911,Watching,3061,4.15
3620,911,To-Watch,8806,4.15
3621,911,Dropped,1277,4.15
3622,912,Watched,18300,4.149
3623,912,Watching,1285,4.149
3624,912,To-Watch,8533,4.149
3625,912,Dropped,935,4.149
3626,913,Watched,2153,4.148
3627,913,Watching,378,4.148
3628,913,To-Watch,1922,4.148
3629,913,Dropped,132,4.148
3630,914,Watched,3341,4.149
3631,914,Watching,940,4.149
3632,914,To-Watch,4426,4.149
3633,914,Dropped,301,4.149
3634,915,Watched,1083,4.148
3635,915,Watching,17,4.148
3636,915,To-Watch,905,4.148
3637,915,Dropped,12,4.148
3638,916,Watched,2354,4.147
3639,916,Watching,361,4.147
3640,916,To-Watch,2673,4.147
3641,916,Dropped,375,4.147
3642,917,Watched,2028,4.148
3643,917,Watching,500,4.148
3644,917,To-Watch,1351,4.148
3645,917,Dropped,98,4.148
3646,918,Watched,1855,4.146
3647,918,Watching,722,4.146
3648,918,To-Watch,4469,4.146
3649,918,Dropped,93,4.146
3650,919,Watched,2030,4.149
3651,919,Watching,30,4.149
3652,919,To-Watch,1024,4.149
3653,919,Dropped,19,4.149
3654,920,Watched,3609,4.149
3655,920,Watching,626,4.149
3656,920,To-Watch,3635,4.149
3657,920,Dropped,46,4.149
3658,921,Watched,1332,4.147
3659,921,Watching,30,4.147
3660,921,To-Watch,1135,4.147
3661,921,Dropped,16,4.147
3662,922,Watched,747,4.149
3663,922,Watching,101,4.149
3664,922,To-Watch,2610,4.149
3665,922,Dropped,14,4.149
3666,923,Watched,8913,4.147
3667,923,Watching,1190,4.147
3668,923,To-Watch,6184,4.147
3669,923,Dropped,721,4.147
3670,924,Watched,1803,4.146
3671,924,Watching,98,4.146
3672,924,To-Watch,1411,4.146
3673,924,Dropped,75,4.146
3674,925,Watched,25966,4.145
3675,925,Watching,1928,4.145
3676,925,To-Watch,10312,4.145
3677,925,Dropped,2622,4.145
3678,926,Watched,6767,4.145
3679,926,Watching,495,4.145
3680,926,To-Watch,2763,4.145
3681,926,Dropped,211,4.145
3682,927,Watched,5058,4.145
3683,927,Watching,43,4.145
3684,927,To-Watch,1475,4.145
3685,927,Dropped,17,4.145
3686,928,Watched,16459,4.145
3687,928,Watching,2468,4.145
3688,928,To-Watch,11040,4.145
3689,928,Dropped,1179,4.145
3690,929,Watched,13340,4.145
3691,929,Watching,5391,4.145
3692,929,To-Watch,8286,4.145
3693,929,Dropped,600,4.145
3694,930,Watched,3438,4.143
3695,930,Watching,97,4.143
3696,930,To-Watch,3125,4.143
3697,930,Dropped,54,4.143
3698,931,Watching,2756,4.136
3699,931,To-Watch,3119,4.136
3700,931,Dropped,137,4.136
3701,932,Watched,604,4.14
3702,932,Watching,169,4.14
3703,932,To-Watch,517,4.14
3704,932,Dropped,20,4.14
3705,933,Watched,7595,4.144
3706,933,Watching,67,4.144
3707,933,To-Watch,2132,4.144
3708,933,Dropped,42,4.144
3709,934,Watched,26776,4.143
3710,934,Watching,2529,4.143
3711,934,To-Watch,10470,4.143
3712,934,Dropped,2918,4.143
3713,935,Watched,2660,4.141
3714,935,Watching,706,4.141
3715,935,To-Watch,2977,4.141
3716,935,Dropped,102,4.141
3717,936,Watched,5451,4.143
3718,936,Watching,542,4.143
3719,936,To-Watch,3194,4.143
3720,936,Dropped,298,4.143
3721,937,Watched,72,4.143
3722,937,Watching,8,4.143
3723,937,To-Watch,488,4.143
3724,937,Dropped,2,4.143
3725,938,Watched,3074,4.142
3726,938,Watching,34,4.142
3727,938,To-Watch,996,4.142
3728,938,Dropped,12,4.142
3729,939,Watched,16573,4.142
3730,939,Watching,210,4.142
3731,939,To-Watch,5837,4.142
3732,939,Dropped,92,4.142
3733,940,Watched,8395,4.141
3734,940,Watching,72,4.141
3735,940,To-Watch,3027,4.141
3736,940,Dropped,42,4.141
3737,941,Watched,20773,4.141
3738,941,Watching,2190,4.141
3739,941,To-Watch,8166,4.141
3740,941,Dropped,1406,4.141
3741,942,Watched,2002,4.14
3742,942,Watching,36,4.14
3743,942,To-Watch,967,4.14
3744,942,Dropped,39,4.14
3745,943,Watched,2768,4.139
3746,943,Watching,35,4.139
3747,943,To-Watch,986,4.139
3748,943,Dropped,26,4.139
3749,944,Watched,66,4.112
3750,944,Watching,26,4.112
3751,944,To-Watch,706,4.112
3752,944,Dropped,1,4.112
3753,945,Watched,1523,4.138
3754,945,Watching,203,4.138
3755,945,To-Watch,626,4.138
3756,945,Dropped,20,4.138
3757,946,Watched,1236,4.138
3758,946,Watching,30,4.138
3759,946,To-Watch,842,4.138
3760,946,Dropped,6,4.138
3761,947,Watched,174,4.14
3762,947,Watching,11,4.14
3763,947,To-Watch,626,4.14
3764,947,Dropped,7,4.14
3765,948,Watched,3310,4.137
3766,948,Watching,421,4.137
3767,948,To-Watch,1627,4.137
3768,948,Dropped,252,4.137
3769,949,Watched,10475,4.138
3770,949,Watching,1506,4.138
3771,949,To-Watch,6140,4.138
3772,949,Dropped,423,4.138
3773,950,Watched,2250,4.138
3774,950,Watching,76,4.138
3775,950,To-Watch,836,4.138
3776,950,Dropped,47,4.138
3777,951,Watched,16768,4.138
3778,951,Watching,1960,4.138
3779,951,To-Watch,11181,4.138
3780,951,Dropped,1659,4.138
3781,952,Watched,2195,4.137
3782,952,Watching,149,4.137
3783,952,To-Watch,1398,4.137
3784,952,Dropped,83,4.137
3785,953,Watched,1034,4.136
3786,953,Watching,12,4.136
3787,953,To-Watch,651,4.136
3788,953,Dropped,5,4.136
3789,954,Watching,2735,4.143
3790,954,To-Watch,3093,4.143
3791,954,Dropped,164,4.143
3792,955,Watched,6091,4.136
3793,955,Watching,684,4.136
3794,955,To-Watch,2670,4.136
3795,955,Dropped,476,4.136
3796,956,Watched,23081,4.137
3797,956,Watching,352,4.137
3798,956,To-Watch,4501,4.137
3799,956,Dropped,103,4.137
3800,957,Watched,3759,4.136
3801,957,Watching,288,4.136
3802,957,To-Watch,1883,4.136
3803,957,Dropped,78,4.136
3804,958,Watched,1665,4.136
3805,958,Watching,422,4.136
3806,958,To-Watch,1661,4.136
3807,958,Dropped,148,4.136
3808,959,Watched,2477,4.135
3809,959,Watching,42,4.135
3810,959,To-Watch,2209,4.135
3811,959,Dropped,13,4.135
3812,960,Watched,15843,4.135
3813,960,Watching,1793,4.135
3814,960,To-Watch,7461,4.135
3815,960,Dropped,206,4.135
3816,961,Watched,4332,4.134
3817,961,Watching,267,4.134
3818,961,To-Watch,2591,4.134
3819,961,Dropped,116,4.134
3820,962,Watched,4912,4.133
3821,962,Watching,201,4.133
3822,962,To-Watch,4813,4.133
3823,962,Dropped,53,4.133
3824,963,Watched,4853,4.134
3825,963,Watching,640,4.134
3826,963,To-Watch,3298,4.134
3827,963,Dropped,233,4.134
3828,964,Watched,3408,4.133
3829,964,Watching,47,4.133
3830,964,To-Watch,1264,4.133
3831,964,Dropped,24,4.133
3832,965,Watched,20585,4.134
3833,965,Watching,6467,4.134
3834,965,To-Watch,8949,4.134
3835,965,Dropped,3451,4.134
3836,966,Watched,3311,4.133
3837,966,Watching,68,4.133
3838,966,To-Watch,1501,4.133
3839,966,Dropped,25,4.133
3840,967,Watched,10719,4.133
3841,967,Watching,1030,4.133
3842,967,To-Watch,7138,4.133
3843,967,Dropped,1157,4.133
3844,968,Watched,5265,4.132
3845,968,Watching,80,4.132
3846,968,To-Watch,3003,4.132
3847,968,Dropped,59,4.132
3848,969,Watched,15690,4.132
3849,969,Watching,462,4.132
3850,969,To-Watch,5672,4.132
3851,969,Dropped,50,4.132
3852,970,Watched,57263,4.131
3853,970,Watching,2867,4.131
3854,970,To-Watch,11759,4.131
3855,970,Dropped,2820,4.131
3856,971,Watched,21587,4.132
3857,971,Watching,113,4.132
3858,971,To-Watch,4374,4.132
3859,971,Dropped,67,4.132
3860,972,Watched,12576,4.131
3861,972,Watching,1301,4.131
3862,972,To-Watch,10329,4.131
3863,972,Dropped,1505,4.131
3864,973,Watched,37646,4.131
3865,973,Watching,3182,4.131
3866,973,To-Watch,11937,4.131
3867,973,Dropped,1418,4.131
3868,974,Watched,3149,4.131
3869,974,Watching,52,4.131
3870,974,To-Watch,1325,4.131
3871,974,Dropped,31,4.131
3872,975,Watched,39800,4.13
3873,975,Watching,876,4.13
3874,975,To-Watch,5622,4.13
3875,975,Dropped,596,4.13
3876,976,Watched,2514,4.132
3877,976,Watching,622,4.132
3878,976,To-Watch,2599,4.132
3879,976,Dropped,217,4.132
3880,977,Watched,2029,4.13
3881,977,Watching,1049,4.13
3882,977,To-Watch,2491,4.13
3883,977,Dropped,206,4.13
3884,978,Watched,1661,4.129
3885,978,Watching,78,4.129
3886,978,To-Watch,632,4.129
3887,978,Dropped,15,4.129
3888,979,Watched,5226,4.13
3889,979,Watching,63,4.13
3890,979,To-Watch,1358,4.13
3891,979,Dropped,14,4.13
3892,980,Watched,4643,4.129
3893,980,Watching,471,4.129
3894,980,To-Watch,2568,4.129
3895,980,Dropped,153,4.129
3896,981,Watched,8266,4.129
3897,981,Watching,1564,4.129
3898,981,To-Watch,3777,4.129
3899,981,Dropped,516,4.129
3900,982,Watched,2346,4.128
3901,982,Watching,54,4.128
3902,982,To-Watch,1098,4.128
3903,982,Dropped,21,4.128
3904,983,Watched,1735,4.128
3905,983,Watching,49,4.128
3906,983,To-Watch,1620,4.128
3907,983,Dropped,23,4.128
3908,984,Watched,5024,4.127
3909,984,Watching,2316,4.127
3910,984,To-Watch,5231,4.127
3911,984,Dropped,1464,4.127
3912,985,Watched,2675,4.129
3913,985,Watching,666,4.129
3914,985,To-Watch,2637,4.129
3915,985,Dropped,251,4.129
3916,986,Watched,20415,4.128
3917,986,Watching,1082,4.128
3918,986,To-Watch,5009,4.128
3919,986,Dropped,483,4.128
3920,987,Watched,2154,4.128
3921,987,Watching,920,4.128
3922,987,To-Watch,1244,4.128
3923,987,Dropped,290,4.128
3924,988,Watched,4167,4.127
3925,988,Watching,408,4.127
3926,988,To-Watch,1680,4.127
3927,988,Dropped,156,4.127
3928,989,Watched,1398,4.122
3929,989,Watching,225,4.122
3930,989,To-Watch,1876,4.122
3931,989,Dropped,20,4.122
3932,990,Watched,1369,4.124
3933,990,Watching,1001,4.124
3934,990,To-Watch,2003,4.124
3935,990,Dropped,141,4.124
3936,991,Watched,4881,4.126
3937,991,Watching,2382,4.126
3938,991,To-Watch,4469,4.126
3939,991,Dropped,355,4.126
3940,992,Watched,7981,4.126
3941,992,Watching,1395,4.126
3942,992,To-Watch,6910,4.126
3943,992,Dropped,1046,4.126
3944,993,Watched,16438,4.127
3945,993,Watching,1826,4.127
3946,993,To-Watch,7394,4.127
3947,993,Dropped,1071,4.127
3948,994,Watched,11781,4.127
3949,994,Watching,3190,4.127
3950,994,To-Watch,7030,4.127
3951,994,Dropped,267,4.127
3952,995,Watching,14928,4.126
3953,995,To-Watch,5035,4.126
3954,995,Dropped,4771,4.126
3955,996,Watched,35009,4.125
3956,996,Watching,4435,4.125
3957,996,To-Watch,10585,4.125
3958,996,Dropped,3081,4.125
3959,997,Watched,593,4.11
3960,997,Watching,156,4.11
3961,997,To-Watch,465,4.11
3962,997,Dropped,17,4.11
3963,998,Watched,664,4.125
3964,998,Watching,11,4.125
3965,998,To-Watch,859,4.125
3966,998,Dropped,12,4.125
3967,999,Watched,52741,4.124
3968,999,Watching,1503,4.124
3969,999,To-Watch,10993,4.124
3970,999,Dropped,2182,4.124
3971,1000,Watched,5407,4.124
3972,1000,Watching,376,4.124
3973,1000,To-Watch,3036,4.124
3974,1000,Dropped,57,4.124
3975,1001,Watched,1714,4.123
3976,1001,Watching,33,4.123
3977,1001,To-Watch,1212,4.123
3978,1001,Dropped,4,4.123
3979,1002,Watched,10494,4.123
3980,1002,Watching,181,4.123
3981,1002,To-Watch,2586,4.123
3982,1002,Dropped,49,4.123
3983,1003,Watched,3604,4.123
3984,1003,Watching,63,4.123
3985,1003,To-Watch,1617,4.123
3986,1003,Dropped,44,4.123
3987,1004,Watched,8006,4.123
3988,1004,Watching,1563,4.123
3989,1004,To-Watch,3244,4.123
3990,1004,Dropped,400,4.123
3991,1005,Watched,9752,4.122
3992,1005,Watching,2780,4.122
3993,1005,To-Watch,3584,4.122
3994,1005,Dropped,1528,4.122
3995,1006,Watched,20148,4.122
3996,1006,Watching,1393,4.122
3997,1006,To-Watch,5419,4.122
3998,1006,Dropped,678,4.122
3999,1007,Watched,6741,4.121
4000,1007,Watching,1306,4.121
4001,1007,To-Watch,4382,4.121
4002,1007,Dropped,562,4.121
4003,1008,Watched,6811,4.121
4004,1008,Watching,534,4.121
4005,1008,To-Watch,5262,4.121
4006,1008,Dropped,145,4.121
4007,1009,Watched,3781,4.121
4008,1009,Watching,193,4.121
4009,1009,To-Watch,1303,4.121
4010,1009,Dropped,119,4.121
4011,1010,Watched,2118,4.117
4012,1010,Watching,87,4.117
4013,1010,To-Watch,2899,4.117
4014,1010,Dropped,19,4.117
4015,1011,Watched,11049,4.121
4016,1011,Watching,758,4.121
4017,1011,To-Watch,5706,4.121
4018,1011,Dropped,645,4.121
4019,1012,Watched,16976,4.12
4020,1012,Watching,1673,4.12
4021,1012,To-Watch,7081,4.12
4022,1012,Dropped,904,4.12
4023,1013,Watched,2444,4.12
4024,1013,Watching,33,4.12
4025,1013,To-Watch,1802,4.12
4026,1013,Dropped,41,4.12
4027,1014,Watched,2194,4.119
4028,1014,Watching,276,4.119
4029,1014,To-Watch,1625,4.119
4030,1014,Dropped,169,4.119
4031,1015,Watched,53009,4.118
4032,1015,Watching,46914,4.118
4033,1015,To-Watch,13937,4.118
4034,1015,Dropped,19481,4.118
4035,1016,Watched,12261,4.118
4036,1016,Watching,1286,4.118
4037,1016,To-Watch,5769,4.118
4038,1016,Dropped,709,4.118
4039,1017,Watched,8088,4.117
4040,1017,Watching,90,4.117
4041,1017,To-Watch,2237,4.117
4042,1017,Dropped,44,4.117
4043,1018,Watched,22862,4.118
4044,1018,Watching,866,4.118
4045,1018,To-Watch,3529,4.118
4046,1018,Dropped,893,4.118
4047,1019,Watched,2360,4.116
4048,1019,Watching,66,4.116
4049,1019,To-Watch,1560,4.116
4050,1019,Dropped,50,4.116
4051,1020,Watched,12431,4.118
4052,1020,Watching,9898,4.118
4053,1020,To-Watch,5868,4.118
4054,1020,Dropped,1140,4.118
4055,1021,Watched,3614,4.115
4056,1021,Watching,87,4.115
4057,1021,To-Watch,3206,4.115
4058,1021,Dropped,31,4.115
4059,1022,Watched,2675,4.116
4060,1022,Watching,813,4.116
4061,1022,To-Watch,2050,4.116
4062,1022,Dropped,631,4.116
4063,1023,Watched,3839,4.114
4064,1023,Watching,172,4.114
4065,1023,To-Watch,1025,4.114
4066,1023,Dropped,116,4.114
4067,1024,Watched,1604,4.115
4068,1024,Watching,35,4.115
4069,1024,To-Watch,641,4.115
4070,1024,Dropped,25,4.115
4071,1025,Watched,3132,4.115
4072,1025,Watching,51,4.115
4073,1025,To-Watch,989,4.115
4074,1025,Dropped,11,4.115
4075,1026,Watched,20509,4.115
4076,1026,Watching,764,4.115
4077,1026,To-Watch,4572,4.115
4078,1026,Dropped,1088,4.115
4079,1027,Watched,5054,4.116
4080,1027,Watching,153,4.116
4081,1027,To-Watch,2073,4.116
4082,1027,Dropped,35,4.116
4083,1028,Watched,883,4.117
4084,1028,Watching,46,4.117
4085,1028,To-Watch,2085,4.117
4086,1028,Dropped,6,4.117
4087,1029,Watched,351,4.114
4088,1029,Watching,25,4.114
4089,1029,To-Watch,316,4.114
4090,1029,Dropped,18,4.114
4091,1030,Watched,29027,4.114
4092,1030,Watching,1211,4.114
4093,1030,To-Watch,8225,4.114
4094,1030,Dropped,502,4.114
4095,1031,Watched,7816,4.114
4096,1031,Watching,1030,4.114
4097,1031,To-Watch,3611,4.114
4098,1031,Dropped,456,4.114
4099,1032,Watched,21298,4.113
4100,1032,Watching,154,4.113
4101,1032,To-Watch,6637,4.113
4102,1032,Dropped,96,4.113
4103,1033,Watched,609,4.113
4104,1033,Watching,35,4.113
4105,1033,To-Watch,1303,4.113
4106,1033,Dropped,3,4.113
4107,1034,Watched,11178,4.113
4108,1034,Watching,1282,4.113
4109,1034,To-Watch,5971,4.113
4110,1034,Dropped,630,4.113
4111,1035,Watched,23299,4.112
4112,1035,Watching,1892,4.112
4113,1035,To-Watch,5914,4.112
4114,1035,Dropped,416,4.112
4115,1036,Watched,452,4.112
4116,1036,Watching,23,4.112
4117,1036,To-Watch,353,4.112
4118,1036,Dropped,39,4.112
4119,1037,Watched,75,4.111
4120,1037,Watching,10,4.111
4121,1037,To-Watch,140,4.111
4122,1037,Dropped,2,4.111
4123,1038,Watched,583,4.111
4124,1038,Watching,114,4.111
4125,1038,To-Watch,404,4.111
4126,1038,Dropped,45,4.111
4127,1039,Watched,1486,4.111
4128,1039,Watching,197,4.111
4129,1039,To-Watch,1051,4.111
4130,1039,Dropped,39,4.111
4131,1040,Watched,10965,4.11
4132,1040,Watching,708,4.11
4133,1040,To-Watch,5909,4.11
4134,1040,Dropped,693,4.11
4135,1041,Watched,2848,4.11
4136,1041,Watching,392,4.11
4137,1041,To-Watch,1857,4.11
4138,1041,Dropped,34,4.11
4139,1042,Watched,20705,4.111
4140,1042,Watching,2625,4.111
4141,1042,To-Watch,8631,4.111
4142,1042,Dropped,1781,4.111
4143,1043,Watched,2683,4.11
4144,1043,Watching,658,4.11
4145,1043,To-Watch,2432,4.11
4146,1043,Dropped,249,4.11
4147,1044,Watched,2695,4.11
4148,1044,Watching,103,4.11
4149,1044,To-Watch,1774,4.11
4150,1044,Dropped,9,4.11
4151,1045,Watched,3093,4.109
4152,1045,Watching,206,4.109
4153,1045,To-Watch,4117,4.109
4154,1045,Dropped,27,4.109
4155,1046,Watched,3005,4.107
4156,1046,Watching,38,4.107
4157,1046,To-Watch,1547,4.107
4158,1046,Dropped,27,4.107
4159,1047,Watched,2515,4.107
4160,1047,Watching,249,4.107
4161,1047,To-Watch,1948,4.107
4162,1047,Dropped,110,4.107
4163,1048,Watched,16889,4.107
4164,1048,Watching,95,4.107
4165,1048,To-Watch,4154,4.107
4166,1048,Dropped,54,4.107
4167,1049,Watched,493,4.111
4168,1049,Watching,681,4.111
4169,1049,To-Watch,1014,4.111
4170,1049,Dropped,12,4.111
4171,1050,Watched,21623,4.106
4172,1050,Watching,909,4.106
4173,1050,To-Watch,4157,4.106
4174,1050,Dropped,310,4.106
4175,1051,Watched,56,4.106
4176,1051,Watching,2,4.106
4177,1051,To-Watch,79,4.106
4178,1051,Dropped,1,4.106
4179,1052,Watched,3335,4.105
4180,1052,Watching,411,4.105
4181,1052,To-Watch,3920,4.105
4182,1052,Dropped,301,4.105
4183,1053,Watched,3010,4.106
4184,1053,Watching,454,4.106
4185,1053,To-Watch,992,4.106
4186,1053,Dropped,149,4.106
4187,1054,Watched,15990,4.105
4188,1054,Watching,2053,4.105
4189,1054,To-Watch,9516,4.105
4190,1054,Dropped,1385,4.105
4191,1055,Watched,2879,4.104
4192,1055,Watching,179,4.104
4193,1055,To-Watch,1721,4.104
4194,1055,Dropped,65,4.104
4195,1056,Watched,47105,4.105
4196,1056,Watching,668,4.105
4197,1056,To-Watch,16204,4.105
4198,1056,Dropped,558,4.105
4199,1057,Watched,5239,4.105
4200,1057,Watching,56,4.105
4201,1057,To-Watch,1918,4.105
4202,1057,Dropped,14,4.105
4203,1058,Watched,3179,4.104
4204,1058,Watching,25,4.104
4205,1058,To-Watch,1284,4.104
4206,1058,Dropped,21,4.104
4207,1059,Watched,526,4.104
4208,1059,Watching,14,4.104
4209,1059,To-Watch,429,4.104
4210,1059,Dropped,6,4.104
4211,1060,Watched,9498,4.104
4212,1060,Watching,159,4.104
4213,1060,To-Watch,6925,4.104
4214,1060,Dropped,76,4.104
4215,1061,Watched,27399,4.103
4216,1061,Watching,2713,4.103
4217,1061,To-Watch,8610,4.103
4218,1061,Dropped,1564,4.103
4219,1062,Watched,904,4.102
4220,1062,Watching,16,4.102
4221,1062,To-Watch,532,4.102
4222,1062,Dropped,9,4.102
4223,1063,Watched,8746,4.102
4224,1063,Watching,715,4.102
4225,1063,To-Watch,3691,4.102
4226,1063,Dropped,435,4.102
4227,1064,Watched,1577,4.102
4228,1064,Watching,44,4.102
4229,1064,To-Watch,718,4.102
4230,1064,Dropped,11,4.102
4231,1065,Watched,190,4.101
4232,1065,Watching,4,4.101
4233,1065,To-Watch,31,4.101
4234,1065,Dropped,5,4.101
4235,1066,Watched,5998,4.1
4236,1066,Watching,302,4.1
4237,1066,To-Watch,2723,4.1
4238,1066,Dropped,135,4.1
4239,1067,Watched,285,4.101
4240,1067,Watching,11,4.101
4241,1067,To-Watch,989,4.101
4242,1067,Dropped,5,4.101
4243,1068,Watched,5263,4.1
4244,1068,Watching,2233,4.1
4245,1068,To-Watch,2801,4.1
4246,1068,Dropped,162,4.1
4247,1069,Watched,14518,4.1
4248,1069,Watching,708,4.1
4249,1069,To-Watch,7115,4.1
4250,1069,Dropped,774,4.1
4251,1070,Watched,21578,4.099
4252,1070,Watching,1021,4.099
4253,1070,To-Watch,4774,4.099
4254,1070,Dropped,461,4.099
4255,1071,Watched,32631,4.099
4256,1071,Watching,2080,4.099
4257,1071,To-Watch,7965,4.099
4258,1071,Dropped,1240,4.099
4259,1072,Watched,29759,4.099
4260,1072,Watching,2750,4.099
4261,1072,To-Watch,12272,4.099
4262,1072,Dropped,1543,4.099
4263,1073,Watched,646,4.096
4264,1073,Watching,36,4.096
4265,1073,To-Watch,605,4.096
4266,1073,Dropped,7,4.096
4267,1074,Watched,725,4.099
4268,1074,Watching,39,4.099
4269,1074,To-Watch,1386,4.099
4270,1074,Dropped,10,4.099
4271,1075,Watched,6986,4.097
4272,1075,Watching,853,4.097
4273,1075,To-Watch,4201,4.097
4274,1075,Dropped,898,4.097
4275,1076,Watched,2028,4.097
4276,1076,Watching,49,4.097
4277,1076,To-Watch,1906,4.097
4278,1076,Dropped,13,4.097
4279,1077,Watched,15555,4.098
4280,1077,Watching,273,4.098
4281,1077,To-Watch,5873,4.098
